mesa_id,partido_nombre,votos_pre_recount,votos_post_recount,delta,delta_pct
051624,RENOVACIÓN POPULAR,77,77.0,0.0,0.0
051653,RENOVACIÓN POPULAR,74,82.0,8.0,10.81081081081081
052073,RENOVACIÓN POPULAR,21,22.0,1.0,4.761904761904762
052283,RENOVACIÓN POPULAR,23,30.0,7.0,30.434782608695656
052319,RENOVACIÓN POPULAR,29,28.0,-1.0,-3.4482758620689653
052337,RENOVACIÓN POPULAR,22,23.0,1.0,4.545454545454546
052395,RENOVACIÓN POPULAR,37,39.0,2.0,5.405405405405405
052539,RENOVACIÓN POPULAR,12,13.0,1.0,8.333333333333332
052653,RENOVACIÓN POPULAR,35,35.0,0.0,0.0
052803,RENOVACIÓN POPULAR,18,19.0,1.0,5.555555555555555
053114,RENOVACIÓN POPULAR,34,35.0,1.0,2.941176470588235
053186,RENOVACIÓN POPULAR,30,30.0,0.0,0.0
053193,RENOVACIÓN POPULAR,33,32.0,-1.0,-3.0303030303030303
054299,RENOVACIÓN POPULAR,30,31.0,1.0,3.3333333333333335
054339,RENOVACIÓN POPULAR,40,36.0,-4.0,-10.0
054429,RENOVACIÓN POPULAR,29,31.0,2.0,6.896551724137931
054936,RENOVACIÓN POPULAR,36,35.0,-1.0,-2.7777777777777777
054943,RENOVACIÓN POPULAR,85,84.0,-1.0,-1.1764705882352942
055006,RENOVACIÓN POPULAR,52,52.0,0.0,0.0
055193,RENOVACIÓN POPULAR,32,32.0,0.0,0.0
055247,RENOVACIÓN POPULAR,47,47.0,0.0,0.0
055253,RENOVACIÓN POPULAR,33,33.0,0.0,0.0
055258,RENOVACIÓN POPULAR,23,25.0,2.0,8.695652173913043
055271,RENOVACIÓN POPULAR,30,32.0,2.0,6.666666666666667
055393,RENOVACIÓN POPULAR,55,58.0,3.0,5.454545454545454
055501,RENOVACIÓN POPULAR,34,34.0,0.0,0.0
055534,RENOVACIÓN POPULAR,45,45.0,0.0,0.0
055635,RENOVACIÓN POPULAR,23,25.0,2.0,8.695652173913043
055637,RENOVACIÓN POPULAR,38,39.0,1.0,2.631578947368421
055757,RENOVACIÓN POPULAR,44,49.0,5.0,11.363636363636363
055772,RENOVACIÓN POPULAR,39,39.0,0.0,0.0
055808,RENOVACIÓN POPULAR,42,43.0,1.0,2.380952380952381
055885,RENOVACIÓN POPULAR,47,41.0,-6.0,-12.76595744680851
055973,RENOVACIÓN POPULAR,19,19.0,0.0,0.0
056391,RENOVACIÓN POPULAR,13,14.0,1.0,7.6923076923076925
056557,RENOVACIÓN POPULAR,19,21.0,2.0,10.526315789473683
056680,RENOVACIÓN POPULAR,40,40.0,0.0,0.0
057012,RENOVACIÓN POPULAR,14,14.0,0.0,0.0
057201,RENOVACIÓN POPULAR,13,25.0,12.0,92.3076923076923
057502,RENOVACIÓN POPULAR,18,18.0,0.0,0.0
057575,RENOVACIÓN POPULAR,32,31.0,-1.0,-3.125
057618,RENOVACIÓN POPULAR,17,16.0,-1.0,-5.88235294117647
057717,RENOVACIÓN POPULAR,26,25.0,-1.0,-3.8461538461538463
057746,RENOVACIÓN POPULAR,15,17.0,2.0,13.333333333333334
057747,RENOVACIÓN POPULAR,25,25.0,0.0,0.0
057852,RENOVACIÓN POPULAR,22,22.0,0.0,0.0
057941,RENOVACIÓN POPULAR,14,14.0,0.0,0.0
057951,RENOVACIÓN POPULAR,18,18.0,0.0,0.0
057981,RENOVACIÓN POPULAR,0,14.0,14.0,
058273,RENOVACIÓN POPULAR,10,9.0,-1.0,-10.0
058299,RENOVACIÓN POPULAR,23,26.0,3.0,13.043478260869565
058346,RENOVACIÓN POPULAR,14,14.0,0.0,0.0
058359,RENOVACIÓN POPULAR,28,28.0,0.0,0.0
058469,RENOVACIÓN POPULAR,8,9.0,1.0,12.5
058470,RENOVACIÓN POPULAR,15,15.0,0.0,0.0
058916,RENOVACIÓN POPULAR,38,38.0,0.0,0.0
058917,RENOVACIÓN POPULAR,35,35.0,0.0,0.0
058938,RENOVACIÓN POPULAR,36,36.0,0.0,0.0
058941,RENOVACIÓN POPULAR,39,20.0,-19.0,-48.717948717948715
058968,RENOVACIÓN POPULAR,25,26.0,1.0,4.0
059452,RENOVACIÓN POPULAR,25,25.0,0.0,0.0
059468,RENOVACIÓN POPULAR,27,30.0,3.0,11.11111111111111
059472,RENOVACIÓN POPULAR,22,28.0,6.0,27.27272727272727
059585,RENOVACIÓN POPULAR,26,26.0,0.0,0.0
059605,RENOVACIÓN POPULAR,14,18.0,4.0,28.57142857142857
059633,RENOVACIÓN POPULAR,36,36.0,0.0,0.0
059671,RENOVACIÓN POPULAR,27,25.0,-2.0,-7.4074074074074066
059736,RENOVACIÓN POPULAR,29,29.0,0.0,0.0
059803,RENOVACIÓN POPULAR,25,10.0,-15.0,-60.0
059821,RENOVACIÓN POPULAR,16,15.0,-1.0,-6.25
059841,RENOVACIÓN POPULAR,32,32.0,0.0,0.0
059951,RENOVACIÓN POPULAR,34,35.0,1.0,2.941176470588235
059973,RENOVACIÓN POPULAR,20,0.0,-20.0,-100.0
059981,RENOVACIÓN POPULAR,33,35.0,2.0,6.0606060606060606
059983,RENOVACIÓN POPULAR,24,24.0,0.0,0.0
059999,RENOVACIÓN POPULAR,27,28.0,1.0,3.7037037037037033
060046,RENOVACIÓN POPULAR,25,0.0,-25.0,-100.0
060049,RENOVACIÓN POPULAR,22,0.0,-22.0,-100.0
060055,RENOVACIÓN POPULAR,19,0.0,-19.0,-100.0
060105,RENOVACIÓN POPULAR,41,40.0,-1.0,-2.4390243902439024
060208,RENOVACIÓN POPULAR,22,0.0,-22.0,-100.0
060244,RENOVACIÓN POPULAR,27,27.0,0.0,0.0
060383,RENOVACIÓN POPULAR,23,24.0,1.0,4.3478260869565215
060471,RENOVACIÓN POPULAR,25,33.0,8.0,32.0
060498,RENOVACIÓN POPULAR,31,30.0,-1.0,-3.225806451612903
060499,RENOVACIÓN POPULAR,31,0.0,-31.0,-100.0
060518,RENOVACIÓN POPULAR,22,22.0,0.0,0.0
060528,RENOVACIÓN POPULAR,32,32.0,0.0,0.0
060565,RENOVACIÓN POPULAR,18,19.0,1.0,5.555555555555555
060570,RENOVACIÓN POPULAR,27,27.0,0.0,0.0
060753,RENOVACIÓN POPULAR,39,44.0,5.0,12.82051282051282
060807,RENOVACIÓN POPULAR,68,43.0,-25.0,-36.76470588235294
061124,RENOVACIÓN POPULAR,0,42.0,42.0,
061482,RENOVACIÓN POPULAR,39,38.0,-1.0,-2.564102564102564
061653,RENOVACIÓN POPULAR,0,52.0,52.0,
061802,RENOVACIÓN POPULAR,37,36.0,-1.0,-2.7027027027027026
062060,RENOVACIÓN POPULAR,37,39.0,2.0,5.405405405405405
062081,RENOVACIÓN POPULAR,34,19.0,-15.0,-44.11764705882353
062217,RENOVACIÓN POPULAR,13,13.0,0.0,0.0
062259,RENOVACIÓN POPULAR,8,8.0,0.0,0.0
062333,RENOVACIÓN POPULAR,28,33.0,5.0,17.857142857142858
062348,RENOVACIÓN POPULAR,15,16.0,1.0,6.666666666666667
062353,RENOVACIÓN POPULAR,16,17.0,1.0,6.25
062360,RENOVACIÓN POPULAR,16,16.0,0.0,0.0
062490,RENOVACIÓN POPULAR,0,20.0,20.0,
062532,RENOVACIÓN POPULAR,12,12.0,0.0,0.0
062533,RENOVACIÓN POPULAR,17,16.0,-1.0,-5.88235294117647
062555,RENOVACIÓN POPULAR,0,0.0,0.0,
062581,RENOVACIÓN POPULAR,8,8.0,0.0,0.0
062694,RENOVACIÓN POPULAR,12,12.0,0.0,0.0
062702,RENOVACIÓN POPULAR,15,17.0,2.0,13.333333333333334
062709,RENOVACIÓN POPULAR,21,22.0,1.0,4.761904761904762
062719,RENOVACIÓN POPULAR,8,19.0,11.0,137.5
063053,RENOVACIÓN POPULAR,22,25.0,3.0,13.636363636363635
063397,RENOVACIÓN POPULAR,16,17.0,1.0,6.25
063521,RENOVACIÓN POPULAR,3,4.0,1.0,33.33333333333333
063604,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
063677,RENOVACIÓN POPULAR,11,14.0,3.0,27.27272727272727
063679,RENOVACIÓN POPULAR,12,13.0,1.0,8.333333333333332
063862,RENOVACIÓN POPULAR,17,17.0,0.0,0.0
063981,RENOVACIÓN POPULAR,28,32.0,4.0,14.285714285714285
064379,RENOVACIÓN POPULAR,15,13.0,-2.0,-13.333333333333334
064593,RENOVACIÓN POPULAR,12,12.0,0.0,0.0
064963,RENOVACIÓN POPULAR,6,6.0,0.0,0.0
065113,RENOVACIÓN POPULAR,17,17.0,0.0,0.0
065209,RENOVACIÓN POPULAR,25,11.0,-14.0,-56.00000000000001
065412,RENOVACIÓN POPULAR,1,2.0,1.0,100.0
065459,RENOVACIÓN POPULAR,6,6.0,0.0,0.0
065468,RENOVACIÓN POPULAR,16,8.0,-8.0,-50.0
065469,RENOVACIÓN POPULAR,13,13.0,0.0,0.0
065512,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
065585,RENOVACIÓN POPULAR,7,7.0,0.0,0.0
065594,RENOVACIÓN POPULAR,77,9.0,-68.0,-88.31168831168831
065891,RENOVACIÓN POPULAR,12,12.0,0.0,0.0
065939,RENOVACIÓN POPULAR,12,3.0,-9.0,-75.0
065958,RENOVACIÓN POPULAR,17,17.0,0.0,0.0
066009,RENOVACIÓN POPULAR,12,12.0,0.0,0.0
066012,RENOVACIÓN POPULAR,8,9.0,1.0,12.5
066111,RENOVACIÓN POPULAR,4,4.0,0.0,0.0
066135,RENOVACIÓN POPULAR,7,0.0,-7.0,-100.0
066214,RENOVACIÓN POPULAR,11,10.0,-1.0,-9.090909090909092
066228,RENOVACIÓN POPULAR,4,4.0,0.0,0.0
066236,RENOVACIÓN POPULAR,8,8.0,0.0,0.0
066304,RENOVACIÓN POPULAR,11,10.0,-1.0,-9.090909090909092
066557,RENOVACIÓN POPULAR,10,11.0,1.0,10.0
066583,RENOVACIÓN POPULAR,2,7.0,5.0,250.0
066692,RENOVACIÓN POPULAR,3,3.0,0.0,0.0
066993,RENOVACIÓN POPULAR,5,6.0,1.0,20.0
067076,RENOVACIÓN POPULAR,10,11.0,1.0,10.0
067184,RENOVACIÓN POPULAR,4,4.0,0.0,0.0
067237,RENOVACIÓN POPULAR,4,4.0,0.0,0.0
067255,RENOVACIÓN POPULAR,4,4.0,0.0,0.0
067408,RENOVACIÓN POPULAR,10,11.0,1.0,10.0
067415,RENOVACIÓN POPULAR,8,8.0,0.0,0.0
067465,RENOVACIÓN POPULAR,13,17.0,4.0,30.76923076923077
067669,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
067885,RENOVACIÓN POPULAR,9,9.0,0.0,0.0
067998,RENOVACIÓN POPULAR,1,0.0,-1.0,-100.0
068309,RENOVACIÓN POPULAR,4,4.0,0.0,0.0
068582,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
068689,RENOVACIÓN POPULAR,6,5.0,-1.0,-16.666666666666664
068898,RENOVACIÓN POPULAR,29,26.0,-3.0,-10.344827586206897
069109,RENOVACIÓN POPULAR,6,3.0,-3.0,-50.0
069241,RENOVACIÓN POPULAR,35,34.0,-1.0,-2.857142857142857
069256,RENOVACIÓN POPULAR,52,56.0,4.0,7.6923076923076925
069274,RENOVACIÓN POPULAR,39,39.0,0.0,0.0
069441,RENOVACIÓN POPULAR,33,34.0,1.0,3.0303030303030303
069633,RENOVACIÓN POPULAR,42,48.0,6.0,14.285714285714285
069701,RENOVACIÓN POPULAR,33,,,
069764,RENOVACIÓN POPULAR,17,16.0,-1.0,-5.88235294117647
069809,RENOVACIÓN POPULAR,31,34.0,3.0,9.67741935483871
069839,RENOVACIÓN POPULAR,16,18.0,2.0,12.5
069992,RENOVACIÓN POPULAR,26,26.0,0.0,0.0
070083,RENOVACIÓN POPULAR,21,20.0,-1.0,-4.761904761904762
070084,RENOVACIÓN POPULAR,19,19.0,0.0,0.0
070106,RENOVACIÓN POPULAR,8,8.0,0.0,0.0
070357,RENOVACIÓN POPULAR,4,4.0,0.0,0.0
070523,RENOVACIÓN POPULAR,5,5.0,0.0,0.0
070604,RENOVACIÓN POPULAR,7,8.0,1.0,14.285714285714285
070630,RENOVACIÓN POPULAR,6,7.0,1.0,16.666666666666664
070647,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
070659,RENOVACIÓN POPULAR,0,8.0,8.0,
070685,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
070737,RENOVACIÓN POPULAR,8,8.0,0.0,0.0
070739,RENOVACIÓN POPULAR,5,6.0,1.0,20.0
070741,RENOVACIÓN POPULAR,6,7.0,1.0,16.666666666666664
070944,RENOVACIÓN POPULAR,8,10.0,2.0,25.0
071006,RENOVACIÓN POPULAR,15,19.0,4.0,26.666666666666668
071009,RENOVACIÓN POPULAR,20,22.0,2.0,10.0
071030,RENOVACIÓN POPULAR,12,13.0,1.0,8.333333333333332
071040,RENOVACIÓN POPULAR,14,13.0,-1.0,-7.142857142857142
071083,RENOVACIÓN POPULAR,9,9.0,0.0,0.0
071237,RENOVACIÓN POPULAR,12,12.0,0.0,0.0
071264,RENOVACIÓN POPULAR,1,1.0,0.0,0.0
071274,RENOVACIÓN POPULAR,0,0.0,0.0,
071281,RENOVACIÓN POPULAR,2,3.0,1.0,50.0
071283,RENOVACIÓN POPULAR,7,7.0,0.0,0.0
071349,RENOVACIÓN POPULAR,1,1.0,0.0,0.0
071364,RENOVACIÓN POPULAR,2,1.0,-1.0,-50.0
071399,RENOVACIÓN POPULAR,3,1.0,-2.0,-66.66666666666666
071410,RENOVACIÓN POPULAR,7,8.0,1.0,14.285714285714285
071431,RENOVACIÓN POPULAR,1,1.0,0.0,0.0
071444,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
071460,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
071559,RENOVACIÓN POPULAR,2,,,
071605,RENOVACIÓN POPULAR,1,1.0,0.0,0.0
071682,RENOVACIÓN POPULAR,5,4.0,-1.0,-20.0
071683,RENOVACIÓN POPULAR,0,1.0,1.0,
071722,RENOVACIÓN POPULAR,2,3.0,1.0,50.0
071846,RENOVACIÓN POPULAR,13,13.0,0.0,0.0
071869,RENOVACIÓN POPULAR,4,13.0,9.0,225.0
072144,RENOVACIÓN POPULAR,8,9.0,1.0,12.5
072186,RENOVACIÓN POPULAR,17,10.0,-7.0,-41.17647058823529
072194,RENOVACIÓN POPULAR,6,8.0,2.0,33.33333333333333
072323,RENOVACIÓN POPULAR,15,14.0,-1.0,-6.666666666666667
072399,RENOVACIÓN POPULAR,4,4.0,0.0,0.0
072427,RENOVACIÓN POPULAR,13,13.0,0.0,0.0
072491,RENOVACIÓN POPULAR,11,10.0,-1.0,-9.090909090909092
072496,RENOVACIÓN POPULAR,10,11.0,1.0,10.0
072535,RENOVACIÓN POPULAR,5,5.0,0.0,0.0
072691,RENOVACIÓN POPULAR,22,21.0,-1.0,-4.545454545454546
072723,RENOVACIÓN POPULAR,13,15.0,2.0,15.384615384615385
072756,RENOVACIÓN POPULAR,20,12.0,-8.0,-40.0
072784,RENOVACIÓN POPULAR,8,8.0,0.0,0.0
072879,RENOVACIÓN POPULAR,10,11.0,1.0,10.0
072918,RENOVACIÓN POPULAR,12,11.0,-1.0,-8.333333333333332
073010,RENOVACIÓN POPULAR,34,25.0,-9.0,-26.47058823529412
073099,RENOVACIÓN POPULAR,5,5.0,0.0,0.0
073140,RENOVACIÓN POPULAR,5,,,
073189,RENOVACIÓN POPULAR,8,10.0,2.0,25.0
073271,RENOVACIÓN POPULAR,5,7.0,2.0,40.0
073325,RENOVACIÓN POPULAR,2,,,
073409,RENOVACIÓN POPULAR,5,,,
073721,RENOVACIÓN POPULAR,9,,,
073754,RENOVACIÓN POPULAR,9,,,
073763,RENOVACIÓN POPULAR,7,,,
073788,RENOVACIÓN POPULAR,7,,,
073849,RENOVACIÓN POPULAR,16,,,
073853,RENOVACIÓN POPULAR,9,,,
073890,RENOVACIÓN POPULAR,8,11.0,3.0,37.5
073943,RENOVACIÓN POPULAR,7,8.0,1.0,14.285714285714285
073973,RENOVACIÓN POPULAR,3,5.0,2.0,66.66666666666666
074358,RENOVACIÓN POPULAR,2,3.0,1.0,50.0
074551,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
074619,RENOVACIÓN POPULAR,4,4.0,0.0,0.0
074724,RENOVACIÓN POPULAR,5,4.0,-1.0,-20.0
074730,RENOVACIÓN POPULAR,8,7.0,-1.0,-12.5
075047,RENOVACIÓN POPULAR,5,5.0,0.0,0.0
075153,RENOVACIÓN POPULAR,0,0.0,0.0,
075709,RENOVACIÓN POPULAR,5,5.0,0.0,0.0
076196,RENOVACIÓN POPULAR,5,5.0,0.0,0.0
076330,RENOVACIÓN POPULAR,5,7.0,2.0,40.0
076541,RENOVACIÓN POPULAR,4,4.0,0.0,0.0
076949,RENOVACIÓN POPULAR,0,0.0,0.0,
077700,RENOVACIÓN POPULAR,5,5.0,0.0,0.0
077933,RENOVACIÓN POPULAR,0,0.0,0.0,
077946,RENOVACIÓN POPULAR,3,3.0,0.0,0.0
077950,RENOVACIÓN POPULAR,3,3.0,0.0,0.0
078174,RENOVACIÓN POPULAR,10,5.0,-5.0,-50.0
078218,RENOVACIÓN POPULAR,1,1.0,0.0,0.0
078388,RENOVACIÓN POPULAR,29,28.0,-1.0,-3.4482758620689653
078630,RENOVACIÓN POPULAR,11,12.0,1.0,9.090909090909092
078652,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
078692,RENOVACIÓN POPULAR,9,10.0,1.0,11.11111111111111
079028,RENOVACIÓN POPULAR,6,8.0,2.0,33.33333333333333
079110,RENOVACIÓN POPULAR,33,3.0,-30.0,-90.9090909090909
079159,RENOVACIÓN POPULAR,14,14.0,0.0,0.0
079412,RENOVACIÓN POPULAR,24,19.0,-5.0,-20.833333333333336
079465,RENOVACIÓN POPULAR,8,7.0,-1.0,-12.5
079644,RENOVACIÓN POPULAR,16,16.0,0.0,0.0
079852,RENOVACIÓN POPULAR,26,26.0,0.0,0.0
079934,RENOVACIÓN POPULAR,10,12.0,2.0,20.0
079940,RENOVACIÓN POPULAR,12,14.0,2.0,16.666666666666664
080092,RENOVACIÓN POPULAR,5,5.0,0.0,0.0
080116,RENOVACIÓN POPULAR,11,11.0,0.0,0.0
080224,RENOVACIÓN POPULAR,13,13.0,0.0,0.0
080228,RENOVACIÓN POPULAR,6,8.0,2.0,33.33333333333333
080272,RENOVACIÓN POPULAR,7,7.0,0.0,0.0
080427,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
080449,RENOVACIÓN POPULAR,3,4.0,1.0,33.33333333333333
080594,RENOVACIÓN POPULAR,6,8.0,2.0,33.33333333333333
080595,RENOVACIÓN POPULAR,15,15.0,0.0,0.0
080609,RENOVACIÓN POPULAR,7,9.0,2.0,28.57142857142857
080649,RENOVACIÓN POPULAR,7,8.0,1.0,14.285714285714285
080720,RENOVACIÓN POPULAR,7,7.0,0.0,0.0
080794,RENOVACIÓN POPULAR,19,18.0,-1.0,-5.263157894736842
080829,RENOVACIÓN POPULAR,13,13.0,0.0,0.0
080832,RENOVACIÓN POPULAR,11,11.0,0.0,0.0
080847,RENOVACIÓN POPULAR,10,10.0,0.0,0.0
080963,RENOVACIÓN POPULAR,14,13.0,-1.0,-7.142857142857142
081051,RENOVACIÓN POPULAR,6,6.0,0.0,0.0
081053,RENOVACIÓN POPULAR,10,11.0,1.0,10.0
081162,RENOVACIÓN POPULAR,31,31.0,0.0,0.0
081175,RENOVACIÓN POPULAR,26,26.0,0.0,0.0
081192,RENOVACIÓN POPULAR,25,26.0,1.0,4.0
081212,RENOVACIÓN POPULAR,39,39.0,0.0,0.0
081240,RENOVACIÓN POPULAR,37,37.0,0.0,0.0
081571,RENOVACIÓN POPULAR,37,37.0,0.0,0.0
081590,RENOVACIÓN POPULAR,46,46.0,0.0,0.0
081989,RENOVACIÓN POPULAR,25,25.0,0.0,0.0
082585,RENOVACIÓN POPULAR,43,44.0,1.0,2.3255813953488373
082766,RENOVACIÓN POPULAR,23,22.0,-1.0,-4.3478260869565215
082767,RENOVACIÓN POPULAR,32,32.0,0.0,0.0
083060,RENOVACIÓN POPULAR,40,39.0,-1.0,-2.5
083091,RENOVACIÓN POPULAR,26,31.0,5.0,19.230769230769234
083188,RENOVACIÓN POPULAR,20,22.0,2.0,10.0
083205,RENOVACIÓN POPULAR,16,17.0,1.0,6.25
083582,RENOVACIÓN POPULAR,16,16.0,0.0,0.0
084045,RENOVACIÓN POPULAR,4,9.0,5.0,125.0
084047,RENOVACIÓN POPULAR,15,16.0,1.0,6.666666666666667
084083,RENOVACIÓN POPULAR,0,13.0,13.0,
084162,RENOVACIÓN POPULAR,10,10.0,0.0,0.0
084163,RENOVACIÓN POPULAR,15,15.0,0.0,0.0
084209,RENOVACIÓN POPULAR,18,21.0,3.0,16.666666666666664
084318,RENOVACIÓN POPULAR,17,16.0,-1.0,-5.88235294117647
084319,RENOVACIÓN POPULAR,13,14.0,1.0,7.6923076923076925
084345,RENOVACIÓN POPULAR,21,21.0,0.0,0.0
084394,RENOVACIÓN POPULAR,7,8.0,1.0,14.285714285714285
084426,RENOVACIÓN POPULAR,18,17.0,-1.0,-5.555555555555555
084457,RENOVACIÓN POPULAR,4,,,
084480,RENOVACIÓN POPULAR,15,19.0,4.0,26.666666666666668
084515,RENOVACIÓN POPULAR,13,13.0,0.0,0.0
084564,RENOVACIÓN POPULAR,8,11.0,3.0,37.5
084656,RENOVACIÓN POPULAR,20,20.0,0.0,0.0
084760,RENOVACIÓN POPULAR,4,14.0,10.0,250.0
084834,RENOVACIÓN POPULAR,5,5.0,0.0,0.0
084992,RENOVACIÓN POPULAR,5,5.0,0.0,0.0
085031,RENOVACIÓN POPULAR,6,6.0,0.0,0.0
085056,RENOVACIÓN POPULAR,5,6.0,1.0,20.0
085081,RENOVACIÓN POPULAR,4,9.0,5.0,125.0
085084,RENOVACIÓN POPULAR,4,3.0,-1.0,-25.0
085138,RENOVACIÓN POPULAR,2,,,
085181,RENOVACIÓN POPULAR,11,11.0,0.0,0.0
085298,RENOVACIÓN POPULAR,19,19.0,0.0,0.0
085336,RENOVACIÓN POPULAR,4,4.0,0.0,0.0
085355,RENOVACIÓN POPULAR,5,7.0,2.0,40.0
085368,RENOVACIÓN POPULAR,1,1.0,0.0,0.0
085390,RENOVACIÓN POPULAR,0,,,
085434,RENOVACIÓN POPULAR,2,,,
085535,RENOVACIÓN POPULAR,0,7.0,7.0,
085787,RENOVACIÓN POPULAR,18,18.0,0.0,0.0
085821,RENOVACIÓN POPULAR,6,6.0,0.0,0.0
085822,RENOVACIÓN POPULAR,11,10.0,-1.0,-9.090909090909092
085823,RENOVACIÓN POPULAR,26,7.0,-19.0,-73.07692307692307
085905,RENOVACIÓN POPULAR,74,74.0,0.0,0.0
085990,RENOVACIÓN POPULAR,2,6.0,4.0,200.0
086010,RENOVACIÓN POPULAR,21,24.0,3.0,14.285714285714285
086025,RENOVACIÓN POPULAR,0,9.0,9.0,
086032,RENOVACIÓN POPULAR,0,16.0,16.0,
086034,RENOVACIÓN POPULAR,0,0.0,0.0,
086049,RENOVACIÓN POPULAR,0,26.0,26.0,
086058,RENOVACIÓN POPULAR,0,18.0,18.0,
086064,RENOVACIÓN POPULAR,0,0.0,0.0,
086084,RENOVACIÓN POPULAR,0,20.0,20.0,
086123,RENOVACIÓN POPULAR,0,30.0,30.0,
086195,RENOVACIÓN POPULAR,0,14.0,14.0,
086208,RENOVACIÓN POPULAR,14,14.0,0.0,0.0
086512,RENOVACIÓN POPULAR,0,59.0,59.0,
086629,RENOVACIÓN POPULAR,30,30.0,0.0,0.0
086671,RENOVACIÓN POPULAR,30,30.0,0.0,0.0
086687,RENOVACIÓN POPULAR,0,20.0,20.0,
086697,RENOVACIÓN POPULAR,29,28.0,-1.0,-3.4482758620689653
086710,RENOVACIÓN POPULAR,37,36.0,-1.0,-2.7027027027027026
086719,RENOVACIÓN POPULAR,36,38.0,2.0,5.555555555555555
086767,RENOVACIÓN POPULAR,0,37.0,37.0,
086769,RENOVACIÓN POPULAR,0,28.0,28.0,
086772,RENOVACIÓN POPULAR,0,53.0,53.0,
086780,RENOVACIÓN POPULAR,0,40.0,40.0,
086782,RENOVACIÓN POPULAR,0,39.0,39.0,
086783,RENOVACIÓN POPULAR,0,42.0,42.0,
086785,RENOVACIÓN POPULAR,0,45.0,45.0,
086789,RENOVACIÓN POPULAR,0,38.0,38.0,
086797,RENOVACIÓN POPULAR,0,39.0,39.0,
086813,RENOVACIÓN POPULAR,0,34.0,34.0,
086824,RENOVACIÓN POPULAR,0,21.0,21.0,
086826,RENOVACIÓN POPULAR,0,25.0,25.0,
086828,RENOVACIÓN POPULAR,0,17.0,17.0,
086959,RENOVACIÓN POPULAR,43,42.0,-1.0,-2.3255813953488373
087023,RENOVACIÓN POPULAR,34,35.0,1.0,2.941176470588235
087053,RENOVACIÓN POPULAR,55,54.0,-1.0,-1.8181818181818181
087096,RENOVACIÓN POPULAR,13,13.0,0.0,0.0
087289,RENOVACIÓN POPULAR,0,40.0,40.0,
087363,RENOVACIÓN POPULAR,29,29.0,0.0,0.0
087388,RENOVACIÓN POPULAR,30,33.0,3.0,10.0
087398,RENOVACIÓN POPULAR,0,16.0,16.0,
087403,RENOVACIÓN POPULAR,0,22.0,22.0,
087456,RENOVACIÓN POPULAR,17,18.0,1.0,5.88235294117647
087500,RENOVACIÓN POPULAR,31,30.0,-1.0,-3.225806451612903
087625,RENOVACIÓN POPULAR,38,39.0,1.0,2.631578947368421
087639,RENOVACIÓN POPULAR,27,29.0,2.0,7.4074074074074066
087676,RENOVACIÓN POPULAR,16,15.0,-1.0,-6.25
087677,RENOVACIÓN POPULAR,12,13.0,1.0,8.333333333333332
087678,RENOVACIÓN POPULAR,14,13.0,-1.0,-7.142857142857142
087680,RENOVACIÓN POPULAR,14,14.0,0.0,0.0
087681,RENOVACIÓN POPULAR,4,16.0,12.0,300.0
087682,RENOVACIÓN POPULAR,15,15.0,0.0,0.0
087683,RENOVACIÓN POPULAR,13,13.0,0.0,0.0
087684,RENOVACIÓN POPULAR,15,17.0,2.0,13.333333333333334
087685,RENOVACIÓN POPULAR,18,18.0,0.0,0.0
087976,RENOVACIÓN POPULAR,0,32.0,32.0,
088055,RENOVACIÓN POPULAR,0,64.0,64.0,
088056,RENOVACIÓN POPULAR,64,50.0,-14.0,-21.875
088057,RENOVACIÓN POPULAR,0,74.0,74.0,
088058,RENOVACIÓN POPULAR,0,52.0,52.0,
088059,RENOVACIÓN POPULAR,0,54.0,54.0,
900093,RENOVACIÓN POPULAR,1,1.0,0.0,0.0
900110,RENOVACIÓN POPULAR,1,1.0,0.0,0.0
900147,RENOVACIÓN POPULAR,3,4.0,1.0,33.33333333333333
900375,RENOVACIÓN POPULAR,5,5.0,0.0,0.0
900409,RENOVACIÓN POPULAR,0,0.0,0.0,
900547,RENOVACIÓN POPULAR,1,1.0,0.0,0.0
900549,RENOVACIÓN POPULAR,0,0.0,0.0,
901184,RENOVACIÓN POPULAR,0,0.0,0.0,
901250,RENOVACIÓN POPULAR,3,2.0,-1.0,-33.33333333333333
901297,RENOVACIÓN POPULAR,0,0.0,0.0,
901357,RENOVACIÓN POPULAR,1,1.0,0.0,0.0
901510,RENOVACIÓN POPULAR,0,0.0,0.0,
901830,RENOVACIÓN POPULAR,9,8.0,-1.0,-11.11111111111111
901884,RENOVACIÓN POPULAR,1,1.0,0.0,0.0
901921,RENOVACIÓN POPULAR,1,1.0,0.0,0.0
902117,RENOVACIÓN POPULAR,2,2.0,0.0,0.0
902457,RENOVACIÓN POPULAR,6,5.0,-1.0,-16.666666666666664
