ubigeo_distrito,votos_validos,votos_blancos,votos_nulos,votos_emitidos,actas_contabilizadas,actas_total,cand_08,cand_10,cand_35,cand_16,cand_14,cand_23,cand_02,cand_33,cand_31,cand_21,cand_32,cand_25,cand_01,cand_12,cand_20,cand_24,cand_29,cand_03,cand_37,cand_17,cand_27,cand_22,cand_38,cand_18,cand_26,cand_11,cand_07,cand_28,cand_09,cand_05,cand_19,cand_36,cand_30,cand_04,cand_15,cand_34
050115,10080,1108,473,11661,51,51,830,1615,378,961,1650,407,2006,288,321,381,142,128,77,29,80,122,79,57,20,117,90,48,15,35,15,57,8,14,16,12,12,15,5,11,0,39
050116,10666,1414,572,12652,54,54,941,1952,486,836,1623,346,2022,295,307,297,169,226,126,32,89,116,115,80,29,150,76,52,37,39,33,73,7,18,13,15,25,8,2,3,0,28
050201,2422,578,224,3224,18,18,107,1060,36,88,251,25,342,39,32,39,38,22,15,7,8,25,31,63,3,58,27,4,0,22,3,19,1,7,0,10,3,7,2,19,0,9
050204,3269,653,282,4204,26,26,196,1667,27,62,479,7,315,21,23,45,72,20,11,5,5,35,45,38,1,58,39,2,2,15,4,9,4,6,4,15,6,9,3,4,0,15
050206,4396,915,368,5679,28,28,216,1926,72,117,772,45,476,28,52,56,109,43,16,8,12,51,33,84,7,75,66,12,3,20,4,30,2,12,4,11,5,8,5,1,0,15
050207,1869,532,144,2545,19,19,114,920,16,29,263,13,142,14,12,31,52,39,12,5,5,15,16,18,1,65,21,3,3,21,4,14,0,4,0,3,4,2,0,0,0,8
050208,1434,348,111,1893,14,14,76,831,14,8,164,11,112,3,15,20,34,8,4,4,2,11,11,14,3,31,13,4,1,8,2,8,1,2,1,1,2,6,1,0,0,8
050211,929,237,121,1287,7,7,50,422,7,21,140,7,63,5,8,27,69,1,10,0,2,5,3,16,1,18,14,2,0,10,0,6,1,1,2,3,3,4,1,2,0,5
050301,17412,3059,1274,21745,107,107,1573,3293,731,984,3024,460,3151,363,466,449,526,158,280,149,105,245,133,263,28,263,186,74,36,59,44,112,19,58,25,26,23,23,5,5,0,73
050302,691,134,73,898,7,7,36,389,5,14,106,1,41,1,2,13,24,1,3,1,0,3,2,11,3,12,8,2,0,4,0,1,0,3,0,0,1,2,1,0,0,1
050303,2583,394,199,3176,15,15,152,908,29,98,421,33,446,23,46,47,70,20,14,6,11,35,13,26,9,53,32,10,3,12,8,15,1,3,5,6,2,7,2,2,0,15
050304,1891,412,125,2428,12,12,185,539,33,44,355,33,273,22,30,24,104,22,16,5,10,21,9,32,2,33,32,5,3,13,2,17,2,3,3,4,6,2,0,0,0,7
050305,3540,718,286,4544,23,23,490,946,71,96,607,83,539,42,56,59,96,37,33,12,14,39,35,68,11,71,33,11,2,19,7,10,2,8,4,3,4,6,3,2,0,21
050307,1498,427,116,2041,14,14,94,632,32,20,215,6,176,4,13,13,129,7,9,2,20,20,3,11,7,31,11,2,0,6,5,6,0,3,0,4,3,2,1,2,0,9
050308,4052,878,248,5178,32,32,374,1910,56,56,636,38,382,14,35,32,110,27,18,12,16,30,9,29,4,112,52,1,0,31,3,16,3,4,2,13,7,7,0,0,0,13
050309,3216,791,277,4284,27,27,215,1599,27,41,482,34,186,19,17,43,98,25,9,9,5,60,16,44,5,112,37,42,4,28,1,7,1,5,2,8,4,6,4,0,0,21
050310,1439,342,91,1872,11,11,78,828,11,8,197,14,59,11,11,19,66,11,8,3,0,13,13,17,1,29,16,0,0,4,2,2,0,6,1,2,2,4,0,1,0,2
050311,1371,421,180,1972,14,14,90,760,4,6,132,6,92,4,4,18,43,9,28,6,7,12,7,26,2,59,8,1,0,13,5,3,0,1,1,10,3,2,2,0,0,7
050312,814,212,66,1092,8,8,42,546,2,3,63,4,18,2,0,5,39,2,13,0,1,5,3,13,0,15,10,1,1,7,1,5,0,1,2,4,2,2,0,0,0,2
050313,1065,260,72,1397,8,8,56,477,8,9,113,4,94,3,4,9,178,0,9,0,7,10,5,18,0,22,9,0,1,4,1,8,1,1,0,6,2,1,2,0,0,3
050314,187,56,21,264,3,3,4,70,5,6,25,1,10,2,0,6,27,0,3,0,1,5,2,8,0,4,3,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0
050401,3455,905,281,4641,26,26,241,1316,63,116,503,59,468,27,52,66,98,42,23,12,14,61,30,33,3,48,51,8,6,25,1,18,2,11,6,10,5,11,3,3,0,20
050402,2114,514,161,2789,25,25,108,1150,28,41,254,25,142,15,13,18,83,17,10,3,5,17,13,22,1,52,35,5,2,14,2,4,1,5,1,5,0,15,2,0,0,6
050403,3257,885,263,4405,23,23,511,1142,86,52,584,47,237,35,39,65,48,53,11,10,25,19,34,28,7,74,45,4,2,20,2,12,1,6,1,13,7,13,3,2,0,19
050404,815,157,67,1039,7,7,59,330,7,16,196,15,65,6,1,3,20,5,5,2,7,9,4,10,0,18,7,0,1,9,2,8,1,1,1,1,1,2,2,0,0,1
050405,1369,360,65,1794,16,16,82,781,9,17,176,5,75,5,13,9,34,24,9,1,4,13,5,11,1,24,20,2,0,12,0,2,0,3,3,6,4,10,3,1,0,5
050406,4729,1057,420,6206,32,32,327,2235,41,89,744,28,499,24,59,102,73,61,22,5,14,42,26,31,2,97,49,5,4,35,5,17,3,7,5,20,11,24,5,0,0,18
050407,624,163,40,827,5,5,63,282,10,19,82,6,65,3,5,2,19,7,3,0,1,7,4,10,0,7,5,1,0,6,3,2,0,1,0,1,2,1,0,0,0,7
050408,4401,1306,338,6045,32,32,397,1981,52,78,672,75,271,36,54,147,77,33,22,7,19,43,30,44,6,108,79,3,4,44,6,40,0,12,6,13,8,9,2,5,0,18
050409,2726,702,216,3644,22,22,237,1315,36,39,447,20,145,16,36,42,54,28,15,5,5,18,39,47,2,63,29,0,4,17,5,10,3,8,2,7,10,6,2,1,0,13
050410,1535,429,120,2084,12,12,125,658,122,16,225,10,95,7,7,12,33,39,13,1,3,16,6,13,3,68,19,1,1,12,2,10,0,2,1,4,2,3,0,1,0,5
050411,287,56,32,375,5,5,15,143,2,9,31,1,25,1,0,1,25,0,0,0,1,4,0,4,0,9,2,0,0,4,0,3,1,2,1,0,2,0,0,0,0,1
050412,973,243,42,1258,7,7,88,461,16,9,127,14,77,3,4,10,55,6,7,3,5,6,5,7,0,36,17,0,0,5,0,2,0,1,1,3,1,0,0,0,0,4
050413,765,208,49,1022,5,5,93,230,10,11,172,12,73,6,10,20,12,12,12,1,2,10,8,12,1,20,10,4,1,4,2,1,1,3,1,3,2,1,0,0,0,5
050414,876,277,77,1230,6,6,92,305,21,29,158,17,101,10,10,9,24,11,14,2,3,11,8,5,0,8,15,0,0,9,0,1,0,1,0,3,2,3,0,0,0,4
050415,663,203,45,911,5,5,58,301,22,7,114,7,32,2,2,15,35,4,1,2,0,2,2,7,0,16,8,0,0,5,1,7,0,3,1,3,1,1,0,2,0,2
050501,5529,988,306,6823,36,36,417,1830,102,341,749,143,805,97,147,82,83,65,26,58,11,54,39,84,10,79,179,24,4,19,9,18,1,5,8,4,6,11,2,0,0,17
050502,769,223,73,1065,11,11,117,158,20,32,106,12,85,10,3,22,64,15,2,4,1,12,1,8,3,51,9,2,1,9,0,4,1,4,1,1,1,6,0,0,0,4
050503,507,82,34,623,4,4,95,97,14,31,72,12,43,5,8,6,22,28,16,2,0,5,3,5,0,16,11,0,0,5,2,5,0,0,0,1,0,1,2,0,0,0
050504,496,95,23,614,4,4,29,94,8,13,93,8,118,4,6,5,37,6,6,10,1,3,0,5,1,13,9,2,0,7,0,2,1,1,0,2,2,1,1,0,0,8
050506,795,231,101,1127,7,7,70,342,12,32,89,9,67,10,5,17,35,5,4,0,0,5,9,15,1,4,34,1,1,8,0,6,0,1,1,1,0,4,1,0,0,6
050508,885,304,99,1288,9,9,82,331,20,25,125,15,85,4,9,5,43,3,3,6,13,9,3,17,2,17,16,6,1,8,0,17,0,1,0,2,2,7,1,0,0,7
050510,980,155,45,1180,7,7,123,485,13,29,85,19,65,3,15,7,42,3,2,6,3,7,1,8,3,26,9,3,3,7,0,0,1,3,3,2,1,1,1,0,0,1
050511,598,153,31,782,5,5,146,186,16,22,57,12,50,5,5,6,15,2,2,5,1,2,2,28,6,11,3,0,4,2,0,3,0,1,0,0,1,1,0,1,0,3
050512,418,100,24,542,5,5,78,123,14,12,47,9,28,3,7,3,14,5,13,2,1,3,2,10,1,9,8,2,0,5,0,8,1,1,2,1,2,1,0,0,0,3
050513,1148,250,89,1487,8,8,86,539,21,31,136,19,105,9,13,9,18,4,5,16,1,16,2,41,2,24,15,1,0,5,1,11,1,2,0,3,1,2,0,0,0,9
050514,613,117,34,764,4,4,163,105,20,15,85,11,59,6,11,10,10,7,2,1,4,4,2,46,0,8,5,2,0,5,3,28,0,0,0,0,0,0,1,0,0,0
050516,882,251,94,1227,8,8,184,269,35,22,106,19,70,7,13,7,30,14,2,3,4,2,5,20,6,6,20,1,0,6,2,4,2,2,1,5,2,2,1,2,0,8
050517,586,162,58,806,5,5,123,220,7,12,44,12,61,2,4,7,17,1,2,2,4,16,2,13,0,13,7,0,1,0,1,6,0,0,2,2,0,2,0,1,0,2
050520,1157,314,107,1578,12,12,221,457,21,14,93,18,146,8,5,14,43,14,12,5,4,4,3,11,2,12,20,1,0,4,1,8,1,2,0,2,0,4,1,0,0,6
050521,352,77,14,443,3,3,28,149,9,20,35,6,45,2,6,2,13,5,5,1,3,2,1,1,0,4,8,1,2,1,0,1,0,0,0,0,0,1,0,0,0,1
050522,1111,280,94,1485,10,10,106,587,18,38,88,9,68,6,10,9,34,4,2,4,1,10,9,15,1,21,33,3,0,6,0,6,0,3,0,5,4,8,0,0,0,3
050524,209,82,18,309,2,2,45,37,9,7,34,10,21,1,3,1,8,2,4,5,1,1,0,2,0,4,4,0,0,1,1,2,0,2,0,0,0,0,1,1,0,2
050525,378,95,35,508,5,5,72,151,8,2,38,4,24,0,10,8,10,0,1,5,0,5,2,2,2,17,5,0,1,4,0,1,0,3,0,1,0,0,0,1,0,1
050529,182,45,4,231,2,2,18,82,5,5,14,3,31,0,1,0,1,0,0,1,1,0,1,1,0,6,3,0,3,2,0,1,0,0,0,0,0,0,0,0,0,3
050531,374,112,50,536,5,5,53,150,5,8,42,5,36,3,6,4,13,1,1,1,2,1,2,7,1,11,11,0,0,2,0,3,0,0,0,4,0,1,0,0,0,1
050532,705,154,51,910,6,6,19,351,4,25,105,6,43,7,9,7,28,2,1,3,2,3,3,6,0,43,10,3,0,5,0,2,0,0,2,5,1,6,0,1,0,3
050601,4459,1012,359,5830,31,31,219,1613,82,262,568,78,728,74,104,74,125,63,28,16,12,62,33,39,6,42,82,24,5,30,4,3,2,18,17,6,5,13,2,4,0,16
050604,327,99,20,446,4,4,8,142,2,5,41,7,40,6,2,3,28,4,1,0,0,5,0,2,1,9,4,2,1,4,0,2,2,1,2,1,1,1,0,0,0,0
050605,874,267,104,1245,7,7,47,460,15,25,94,10,71,3,17,8,38,4,14,1,4,2,7,14,1,5,11,1,1,4,1,2,0,0,3,1,2,2,1,0,0,5
050608,251,88,28,367,3,3,22,123,4,4,19,2,15,1,2,8,24,2,1,0,1,2,0,4,0,6,3,0,0,2,0,1,1,1,0,0,0,0,1,0,0,2
050611,1481,350,80,1911,14,14,172,783,26,44,141,17,51,9,11,10,28,20,11,5,4,18,12,14,3,35,23,2,1,17,2,1,1,4,2,3,2,3,0,1,0,5
050612,857,215,77,1149,7,7,110,323,34,46,123,14,49,6,14,10,22,9,1,5,7,7,9,4,3,22,12,1,0,3,2,9,1,3,0,2,2,1,0,0,0,3
050615,278,83,19,380,4,4,25,91,10,11,23,9,29,3,4,6,21,4,2,1,3,3,0,4,1,10,3,1,0,6,0,2,0,1,1,0,0,2,1,0,0,1
050616,463,113,29,605,7,7,23,201,10,9,54,7,41,2,4,2,42,3,1,2,0,9,5,11,0,5,9,1,0,6,1,1,0,2,0,3,1,4,0,0,0,4
050701,890,171,45,1106,6,6,20,311,11,34,150,13,138,8,8,27,32,7,2,1,3,6,6,13,13,27,33,2,1,7,2,4,0,0,3,1,0,3,0,0,0,4
050702,758,213,57,1028,7,7,28,387,8,15,90,8,81,6,4,7,31,1,2,1,1,4,9,14,0,17,21,1,0,3,0,6,1,1,0,2,1,2,0,3,0,3
050703,262,76,27,365,3,3,24,91,9,4,36,3,43,2,2,6,6,4,0,0,0,3,5,4,1,7,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4
050704,966,309,92,1367,10,10,51,361,13,29,149,31,75,10,11,13,34,37,4,1,3,8,16,23,3,24,32,6,0,5,1,1,2,2,4,3,3,5,1,0,0,5
050706,532,123,32,687,5,5,21,153,5,15,115,2,64,14,9,7,22,6,0,1,1,2,1,42,0,5,17,0,0,6,0,6,0,0,2,2,3,4,1,0,0,6
050707,677,88,88,853,6,6,41,224,25,20,55,9,72,8,5,12,33,9,5,8,5,6,8,82,2,20,15,0,0,3,2,3,0,1,1,0,0,0,0,0,0,3
050708,861,230,60,1151,8,8,23,329,6,25,200,12,103,5,8,15,24,2,4,1,1,8,4,15,2,21,15,1,0,10,0,10,2,4,0,2,3,1,1,0,0,4
050709,502,93,29,624,4,4,18,271,6,7,66,2,25,1,11,5,18,3,2,1,0,2,16,4,0,12,2,0,1,5,0,13,1,1,0,2,1,5,1,0,0,0
050710,722,177,54,953,8,8,61,279,9,20,113,7,83,10,10,16,25,5,0,1,1,2,8,20,1,19,11,1,0,2,0,2,1,0,0,1,3,10,0,0,0,1
050713,1108,288,69,1465,10,10,19,589,5,11,169,9,56,7,11,26,17,5,0,0,1,6,102,15,0,8,13,1,1,6,0,4,2,1,0,2,5,9,0,4,0,4
050714,949,297,60,1306,11,11,44,418,6,16,164,2,85,8,7,10,38,6,19,5,4,10,20,8,5,18,8,1,0,12,1,9,0,1,1,7,2,1,4,0,0,9
050715,135,39,17,191,2,2,14,44,2,7,13,5,21,0,1,0,5,0,2,0,0,1,1,3,0,2,3,2,0,1,0,3,0,0,1,0,0,1,0,0,0,3
050801,1515,222,86,1823,10,10,81,544,43,77,213,14,284,24,27,19,23,18,9,7,12,12,3,19,0,27,21,1,2,6,3,4,1,8,2,2,0,2,1,0,0,6
050802,617,136,58,811,6,6,35,206,9,20,87,5,143,7,3,9,15,5,1,2,8,3,4,14,0,13,9,2,0,6,0,2,0,1,1,0,1,0,2,1,0,3
050803,950,205,88,1243,9,9,42,503,6,23,88,6,94,3,7,15,33,7,6,2,2,6,4,10,0,32,23,4,1,14,0,2,1,4,0,4,2,1,2,0,0,3
050804,797,215,76,1088,9,9,23,370,8,23,105,5,86,7,12,10,21,10,4,2,3,12,3,14,0,27,21,0,0,6,2,3,0,4,1,4,1,1,2,0,0,7
