ubigeo_distrito,votos_validos,votos_blancos,votos_nulos,votos_emitidos,actas_contabilizadas,actas_total,cand_08,cand_10,cand_35,cand_16,cand_14,cand_23,cand_02,cand_33,cand_31,cand_21,cand_32,cand_25,cand_01,cand_12,cand_20,cand_24,cand_29,cand_03,cand_37,cand_17,cand_27,cand_22,cand_38,cand_18,cand_26,cand_11,cand_07,cand_28,cand_09,cand_05,cand_19,cand_36,cand_30,cand_04,cand_15,cand_34
180308,5231,2376,388,7995,49,49,951,2142,152,75,497,135,115,39,50,70,274,88,83,15,47,100,43,34,16,68,90,23,6,17,9,7,4,20,8,14,2,7,18,1,0,11
190101,98576,11007,5841,115424,496,496,18770,3397,18230,14226,4960,11348,5521,5595,3627,1260,934,509,1628,1547,549,805,1144,483,425,309,273,402,471,206,658,213,138,159,190,86,116,56,41,38,0,262
190103,82970,10894,5950,99814,428,428,20519,4560,8497,10261,4960,10632,4340,4039,2950,1040,1266,413,1240,1269,510,699,1793,411,363,316,306,312,326,206,490,157,122,168,117,67,77,98,39,38,0,369
190104,37519,6934,3735,48188,204,204,12290,3000,1639,3330,2359,4382,1748,1482,1091,627,761,120,513,297,219,534,1117,153,158,106,174,105,63,129,116,69,44,82,64,48,52,51,27,18,0,551
190105,15706,4561,2102,22369,108,108,4263,3313,347,742,2053,978,1363,240,255,197,313,49,216,132,54,198,250,59,94,74,102,14,18,61,64,25,18,34,17,30,24,30,22,4,0,53
190106,18524,4341,1931,24796,108,108,4852,2418,422,1533,2806,1253,1399,357,473,265,416,111,267,203,76,263,370,230,103,60,161,34,24,82,52,29,18,37,16,43,20,34,16,5,0,76
190107,13224,3078,1356,17658,87,87,3959,3567,514,399,971,812,460,168,218,123,499,69,148,123,88,121,301,87,67,120,73,38,34,52,33,19,15,41,9,16,10,20,9,3,0,38
190109,44522,18005,6887,69414,295,295,18712,3960,1142,1496,3468,3702,1038,876,835,512,1115,308,1324,501,550,542,1851,387,235,103,327,189,114,297,116,90,73,136,86,80,48,117,47,20,0,125
190113,8585,2208,790,11583,50,50,2760,2440,143,409,830,375,175,76,160,112,227,26,45,134,22,138,132,41,23,52,52,9,7,22,20,12,2,21,10,15,14,12,10,0,0,59
190114,2357,666,281,3304,16,16,731,623,23,66,254,110,90,20,44,29,72,23,19,20,24,35,23,4,12,10,72,3,0,8,5,0,5,6,2,4,1,10,3,0,0,6
190115,76803,10829,6281,93913,388,388,19025,4235,5400,9163,4780,11668,4012,4081,2869,1217,1016,396,1231,917,533,814,1212,559,487,368,369,405,251,216,452,126,103,152,153,93,77,74,41,28,0,280
190201,8354,2477,652,11483,99,99,587,4551,96,187,703,148,533,78,67,48,369,31,69,29,38,86,50,324,29,58,62,3,7,40,26,11,3,11,30,5,7,23,5,5,0,35
190202,4847,1252,477,6576,62,62,703,2278,126,134,424,84,239,53,41,33,273,9,41,43,24,58,43,31,22,27,36,11,3,19,13,3,6,14,3,11,5,22,4,2,0,9
190203,1556,399,99,2054,19,19,65,1004,64,8,138,27,36,10,4,1,60,6,41,7,5,7,5,21,3,5,13,0,0,7,1,5,1,2,2,1,1,3,0,1,0,2
190204,2459,624,212,3295,19,19,289,1004,104,70,262,63,196,19,25,14,87,11,37,7,10,17,39,72,7,29,16,4,9,14,8,3,1,5,3,6,1,5,4,8,0,10
190205,6492,2060,643,9195,68,68,379,4312,83,77,450,37,242,29,21,16,301,9,58,22,8,110,49,82,14,16,39,5,2,21,9,7,2,12,4,16,14,30,3,3,0,10
190206,3502,811,282,4595,32,32,268,2341,49,49,205,36,95,33,14,24,112,4,22,12,19,38,28,25,13,25,16,0,0,12,4,7,3,8,1,4,3,10,1,0,0,21
190207,758,168,69,995,8,8,151,276,32,23,73,39,42,7,5,5,17,5,7,9,2,14,8,7,3,11,6,0,1,3,0,1,0,1,2,1,0,2,1,0,0,4
190208,5101,1468,580,7149,37,37,1974,1233,88,158,339,207,128,59,108,39,120,25,54,19,53,76,99,30,21,124,22,6,17,21,6,6,3,12,8,9,4,9,5,3,0,16
190209,1138,274,69,1481,11,11,229,444,27,25,115,35,76,13,7,4,35,1,29,5,5,8,14,12,4,18,8,0,2,2,2,2,0,1,2,5,2,0,3,0,0,3
190210,4373,976,378,5727,30,30,976,1654,95,133,533,114,164,36,68,21,125,16,39,7,21,66,81,39,27,35,27,8,3,16,6,4,5,10,9,14,5,6,2,1,0,7
190301,11019,2718,1438,15175,84,84,2033,4009,279,385,818,272,589,145,140,54,409,41,191,237,47,74,317,471,76,42,93,23,15,53,54,13,6,30,4,24,13,27,6,4,0,25
190302,3521,717,285,4523,27,27,600,1287,176,132,273,79,165,30,40,43,69,15,20,96,19,33,198,30,16,36,46,6,7,17,14,5,2,5,2,6,8,31,6,2,0,7
190303,12287,3566,1677,17530,111,111,2420,6823,123,123,833,69,116,46,56,45,523,17,64,39,24,92,147,144,45,214,62,14,18,45,8,20,6,27,8,28,15,41,9,10,0,13
190304,2786,689,344,3819,23,23,326,1539,39,37,134,46,88,19,17,17,133,9,22,49,7,35,51,99,13,19,23,5,0,16,2,5,2,4,2,6,3,10,0,0,0,9
190305,4108,1011,411,5530,31,31,513,2700,30,32,145,30,68,9,16,15,105,7,99,8,3,36,86,47,26,26,29,3,1,20,1,2,0,3,3,11,3,16,4,1,0,10
190306,4730,994,474,6198,37,37,474,2326,78,74,330,62,251,32,23,21,232,11,88,20,38,62,245,192,29,15,33,4,4,20,3,8,1,10,0,5,9,16,1,2,0,11
190307,3910,804,298,5012,28,28,515,2199,98,107,219,52,134,21,38,10,108,9,18,93,9,38,67,17,37,31,29,7,2,9,7,1,1,2,1,5,7,7,3,1,0,8
190308,1660,461,166,2287,15,15,154,851,32,22,149,10,48,4,15,13,51,3,6,12,9,21,150,31,1,4,17,7,5,6,6,2,0,2,2,2,1,18,1,1,0,4
190401,39951,11910,4048,55909,251,251,16725,2276,2355,2534,2634,3198,1673,850,799,372,938,184,791,560,713,558,542,425,161,214,208,80,122,212,122,112,69,96,96,39,57,69,37,28,0,102
190402,4762,1064,316,6142,29,29,2246,556,193,236,318,386,143,58,70,19,64,19,51,59,65,44,33,23,19,29,15,12,5,17,11,10,1,9,8,7,8,11,3,2,0,12
190403,2922,843,308,4073,23,23,560,811,168,120,315,94,187,50,37,22,114,13,83,23,19,33,27,88,10,24,19,7,7,17,6,8,3,13,3,9,6,7,5,3,0,11
190404,6413,1523,600,8536,40,40,2015,1005,319,460,488,342,195,118,94,42,181,22,167,326,57,75,68,184,13,20,35,13,8,50,25,15,4,11,11,8,8,8,3,4,0,19
190405,4277,964,367,5608,27,27,1603,1179,104,131,245,171,69,36,43,25,98,3,41,81,37,30,168,21,17,23,16,2,2,14,10,7,11,2,10,19,5,27,1,0,0,26
190406,1749,349,115,2213,13,13,315,550,80,75,230,37,127,22,34,18,34,6,9,10,22,19,16,43,3,49,7,0,5,6,2,3,3,4,2,7,2,3,4,0,0,2
190407,2999,682,210,3891,24,24,623,725,146,140,306,65,245,40,57,26,60,10,33,42,69,36,31,169,12,41,24,17,4,23,8,3,3,5,3,2,8,4,4,2,0,13
190408,7192,2052,503,9747,45,45,2047,882,788,287,852,348,292,92,95,44,346,12,138,220,336,44,79,24,26,24,35,13,18,18,11,9,10,15,8,23,13,24,4,5,0,10
190409,3103,775,336,4214,28,28,356,1609,121,71,300,79,97,17,17,17,116,13,17,68,16,36,17,27,6,28,20,5,3,13,5,7,0,1,2,2,3,8,2,0,0,4
190410,3466,703,214,4383,23,23,830,1153,149,94,220,127,107,36,38,25,82,10,99,67,67,32,121,56,29,17,24,5,1,8,11,10,4,4,2,4,1,15,3,3,0,12
190501,41394,7704,4511,53609,229,229,11914,2347,1740,4911,3211,5122,1492,1569,1589,935,1162,228,659,281,352,777,819,170,427,245,196,148,90,144,158,109,38,92,69,47,36,44,29,10,0,234
190502,1225,321,111,1657,7,7,326,116,40,59,233,141,47,20,16,12,39,7,42,27,4,15,12,1,3,10,11,2,6,6,5,2,3,4,0,1,7,0,6,0,0,2
190503,619,178,60,857,4,4,92,87,43,40,65,108,18,20,12,5,32,4,6,42,9,1,3,2,2,4,2,4,1,3,1,4,1,4,0,2,1,0,1,0,0,0
190504,6244,1573,776,8593,36,36,1540,537,149,543,662,1287,166,139,151,78,261,38,157,74,24,64,100,23,19,17,35,16,9,26,25,18,7,24,8,3,8,5,8,4,0,19
190505,7769,1808,572,10149,44,44,1419,740,273,671,854,1240,389,140,189,91,459,45,275,109,273,97,122,31,40,33,42,40,15,31,27,22,7,27,6,14,11,9,7,2,0,19
190506,2211,684,391,3286,14,14,427,258,57,149,293,390,59,31,57,39,69,25,39,58,8,19,22,6,13,7,20,7,5,13,8,4,4,13,1,9,84,4,6,0,0,7
190507,2648,685,296,3629,16,16,897,291,43,74,214,276,122,36,28,19,131,12,147,24,24,63,74,38,12,34,20,8,6,18,1,6,5,11,2,1,2,3,2,1,0,3
190601,85894,17403,9467,112764,488,488,29409,4059,6668,8040,4982,11496,3834,3007,2671,1200,1191,508,1140,798,450,756,1361,276,537,243,294,246,458,306,456,223,102,171,190,84,100,94,205,36,0,303
190602,20540,4164,2264,26968,113,113,9141,693,982,1557,901,2864,826,516,481,190,293,117,345,195,109,142,319,69,84,30,63,53,73,86,90,70,40,35,27,19,15,16,29,8,0,62
190603,4816,1945,792,7553,39,39,2870,265,90,104,464,184,77,66,48,27,73,16,142,22,22,40,87,21,39,14,28,4,16,14,16,9,4,8,5,8,4,9,9,2,0,9
190604,14376,3295,1389,19060,81,81,5430,707,412,778,894,3321,344,219,295,129,279,68,376,126,57,124,308,42,59,41,44,21,30,52,55,33,15,23,10,10,15,13,14,5,0,27
190605,4325,1237,489,6051,26,26,1431,238,110,281,403,818,134,79,93,45,70,15,63,70,32,59,145,13,17,34,16,8,10,16,11,57,2,10,12,3,7,5,6,3,0,9
190606,12198,3355,1292,16845,74,74,5777,723,302,610,755,1301,386,225,259,133,334,63,239,126,50,57,250,50,40,30,69,20,33,67,45,35,21,35,18,17,22,19,25,7,0,55
190607,3634,852,315,4801,21,21,1251,157,194,332,194,497,155,50,94,26,59,44,89,212,17,27,71,17,7,18,26,11,11,16,11,7,4,8,4,2,3,4,6,3,0,7
190608,9835,2395,1034,13264,57,57,2999,1323,231,508,1062,1380,270,141,209,137,257,41,183,97,78,149,281,48,43,29,45,37,27,43,29,53,22,20,7,16,9,12,20,3,0,26
190701,42842,8683,4636,56161,262,262,7851,1677,2641,4994,3885,6318,2877,2223,1448,756,1299,480,1244,368,362,597,849,236,292,154,160,164,189,217,286,101,219,119,74,63,247,59,135,23,0,235
190702,4298,840,402,5540,25,25,1070,209,167,465,458,623,310,184,117,51,128,54,59,55,43,40,71,25,16,10,12,12,7,17,16,6,11,19,6,3,5,3,11,1,0,14
190703,6304,1087,582,7973,38,38,1132,160,392,942,722,852,469,319,194,73,163,56,222,100,35,56,119,30,42,22,12,18,8,19,30,15,20,12,14,6,15,6,9,4,0,16
190704,914,119,44,1077,5,5,290,46,77,84,49,126,33,40,34,17,21,7,34,1,3,19,15,1,0,1,1,3,2,1,1,1,1,0,0,0,2,1,0,0,0,3
190705,5333,1137,406,6876,31,31,2816,157,452,338,324,393,131,111,94,30,86,25,40,40,33,40,39,24,24,17,6,4,13,30,9,6,7,7,2,5,19,3,0,2,0,6
190706,5062,872,430,6364,29,29,1485,221,518,420,313,586,314,222,91,51,119,46,74,86,51,33,64,149,38,19,8,6,14,18,53,4,5,10,10,3,10,5,0,5,0,11
190801,20795,4346,1731,26872,113,113,5304,1118,485,2196,2615,1543,953,568,795,328,1119,167,608,620,166,433,233,477,87,450,80,43,37,106,36,14,20,48,22,13,28,20,9,5,0,49
190802,8247,1724,749,10720,47,47,3130,604,98,638,1027,425,379,177,293,143,213,54,118,110,24,113,71,370,29,63,29,11,6,27,13,7,10,24,2,5,10,3,5,1,0,15
190803,3710,767,299,4776,21,21,963,398,74,236,447,266,270,62,87,47,217,9,103,105,17,28,125,103,9,21,30,6,9,25,7,4,2,6,5,6,3,8,1,7,0,4
190804,2654,421,163,3238,14,14,835,286,100,214,348,228,132,45,61,71,63,32,36,24,6,24,43,35,7,10,13,4,1,4,5,2,7,0,2,2,4,2,0,0,0,8
190805,2128,532,103,2763,13,13,673,226,26,170,228,137,126,26,60,22,103,10,83,26,12,38,24,43,6,28,8,5,7,8,5,3,6,6,1,3,1,1,1,0,0,6
190806,1783,298,134,2215,10,10,367,175,32,219,230,149,146,44,48,35,52,13,66,49,11,12,21,34,5,27,10,6,4,5,1,3,3,8,5,0,1,2,0,0,0,0
200101,75935,5647,3192,84774,350,350,3729,6582,3426,6874,8229,2142,13303,2325,3496,3566,334,15648,351,270,403,655,380,930,97,627,493,347,211,392,124,95,53,125,91,71,112,37,71,34,0,312
200102,11585,1901,962,14448,66,66,287,4182,109,235,1461,141,886,101,208,279,170,1830,78,63,45,121,51,535,13,265,129,23,14,77,12,13,12,18,43,29,22,22,25,9,0,77
200103,3212,414,216,3842,15,15,112,729,16,75,561,48,252,23,89,101,22,384,29,7,3,26,19,612,1,39,19,6,8,7,2,1,4,1,3,3,1,1,1,0,0,7
200104,5853,857,532,7242,31,31,189,1247,31,126,889,79,468,61,102,265,41,879,38,17,22,61,25,933,9,112,54,19,9,54,4,14,2,11,12,14,6,14,8,3,0,35
200105,4822,475,301,5598,25,25,89,1448,52,66,917,30,373,34,91,185,40,328,20,6,8,44,19,809,2,98,22,7,4,51,2,3,1,6,7,7,2,4,1,1,0,45
200106,4437,643,370,5450,27,27,162,1130,71,137,552,78,433,60,101,165,47,912,26,12,21,45,13,163,11,82,66,11,7,33,2,4,4,13,4,13,10,10,10,1,0,28
200107,2258,238,196,2692,11,11,82,471,23,46,379,27,226,38,65,102,16,258,23,4,6,14,11,329,8,57,21,11,3,12,2,1,0,3,4,1,3,1,0,1,0,10
200108,3099,391,232,3722,16,16,84,648,43,98,493,37,325,43,80,123,28,531,16,5,15,27,21,309,8,64,25,16,3,13,1,6,3,3,2,8,1,3,3,0,0,14
200109,3253,491,205,3949,17,17,128,733,33,80,411,62,332,28,110,137,35,630,31,8,19,28,15,267,5,32,43,2,6,23,3,4,3,8,3,6,2,5,5,2,0,14
200110,3487,444,225,4156,19,19,91,845,31,117,501,34,249,37,79,105,41,770,24,8,20,34,27,140,8,70,138,11,6,25,3,6,2,8,11,12,11,6,3,1,0,13
200111,608,118,54,780,4,4,30,190,8,14,124,4,54,4,10,17,6,60,4,0,0,5,4,28,1,10,10,1,5,5,0,1,1,2,0,4,2,1,0,0,0,3
200112,1827,246,111,2184,9,9,90,319,28,57,191,41,229,16,48,50,18,452,15,4,8,16,9,142,0,16,19,7,7,17,1,3,0,2,0,5,6,2,2,1,0,6
200113,2094,200,99,2393,10,10,65,477,19,36,357,25,227,16,57,75,26,317,11,2,8,20,41,217,0,46,9,3,3,8,1,1,2,0,4,3,4,2,1,0,0,11
200114,4444,575,311,5330,24,24,135,1483,36,83,511,45,370,28,80,153,37,944,26,9,7,46,16,146,11,78,48,16,6,30,4,8,5,13,11,7,14,12,9,3,0,14
200115,2408,386,238,3032,15,15,253,406,36,32,445,61,85,21,43,107,28,146,18,4,7,28,7,504,3,45,21,17,5,29,2,4,2,5,1,14,2,4,3,2,0,18
200201,17782,2035,1138,20955,89,89,301,6655,180,598,3589,136,1583,178,466,629,137,1789,166,15,9,145,59,516,13,207,99,42,24,53,11,15,4,32,9,22,15,16,18,1,0,50
200202,2574,325,191,3090,13,13,58,705,31,29,633,28,188,19,34,122,24,158,15,3,6,18,16,379,2,37,15,10,1,14,1,1,2,1,2,7,2,0,6,1,0,6
200203,4767,549,331,5647,25,25,92,1444,36,108,1232,45,294,28,93,144,29,272,38,1,10,41,32,633,3,71,35,6,2,23,4,4,3,7,2,5,1,4,4,0,0,21
200204,8582,983,610,10175,45,45,200,3489,52,169,1973,49,481,62,109,210,102,622,35,6,7,59,40,555,3,155,60,13,7,34,4,9,5,16,2,10,11,8,4,2,0,19
200205,3335,432,251,4018,17,17,99,900,33,65,810,36,310,21,65,163,35,182,17,9,9,32,19,312,3,96,20,8,2,31,3,1,4,9,6,7,5,3,2,0,0,18
200206,4476,473,346,5295,24,24,70,1573,25,78,924,22,349,24,59,119,26,290,10,3,6,30,19,667,4,75,20,5,1,18,2,1,4,7,3,11,7,3,1,0,0,20
200207,2514,219,141,2874,13,13,89,693,26,59,598,20,190,22,47,60,13,364,10,4,7,26,10,128,6,73,21,4,3,11,0,6,1,1,4,4,3,4,0,0,0,7
200208,3691,459,154,4304,20,20,72,1564,37,59,787,21,227,29,69,92,32,274,35,0,6,20,16,193,2,55,18,2,4,18,1,3,2,5,1,4,6,5,7,1,0,24
200210,2200,333,176,2709,13,13,52,878,29,45,522,12,136,17,55,57,23,152,8,0,3,21,8,76,0,43,16,4,1,7,1,3,1,6,3,6,4,1,1,2,0,7
200212,6939,1027,589,8555,36,36,244,1919,47,121,1521,62,489,29,92,288,65,404,36,9,12,50,29,1151,2,133,53,18,13,22,2,6,4,13,6,17,13,8,4,3,0,54
200213,4040,482,334,4856,22,22,98,1255,48,117,913,25,318,37,121,175,56,363,13,7,9,27,13,190,7,106,29,8,3,25,3,9,5,12,4,7,4,4,8,1,0,20
200214,2686,363,195,3244,16,16,47,1188,34,37,575,19,146,9,45,81,25,178,17,3,2,17,7,136,1,39,20,7,4,11,0,1,0,6,1,2,1,11,3,2,0,11
200215,2235,300,137,2672,12,12,50,964,18,25,442,6,140,11,40,74,19,214,17,1,3,14,6,87,1,40,14,2,1,10,3,4,2,3,2,3,2,4,0,2,0,11
200216,3047,295,241,3583,17,17,65,975,29,38,612,22,220,14,40,92,22,409,18,2,7,18,15,319,6,45,17,6,3,11,1,2,2,4,2,2,3,7,2,2,0,15
200217,1683,159,90,1932,9,9,23,681,18,21,424,4,126,3,34,31,11,132,2,2,1,18,6,82,3,25,8,0,0,9,1,0,1,1,0,4,2,2,3,0,0,5
200301,6511,981,652,8144,36,36,313,1430,75,338,1165,146,671,165,377,297,69,810,32,12,27,88,50,91,15,114,60,20,5,32,8,13,4,17,6,7,10,11,3,6,0,24
200302,1514,186,157,1857,9,9,64,386,13,62,386,23,135,17,42,73,20,147,4,2,2,14,9,20,0,42,5,3,2,13,1,5,2,6,3,1,4,2,2,2,0,2
200303,2795,356,239,3390,18,18,126,969,44,126,608,22,158,22,92,99,46,188,13,3,2,20,9,35,3,80,26,5,1,27,5,5,6,11,4,8,5,3,3,1,0,20
200304,3266,462,267,3995,21,21,76,1203,34,115,764,29,259,38,89,143,37,194,17,8,9,29,8,56,4,52,22,3,1,24,3,1,3,10,4,8,5,2,4,2,0,10
200305,1835,403,230,2468,14,14,89,700,18,47,349,14,117,26,35,56,32,185,13,2,6,14,7,31,2,28,9,3,0,21,2,3,0,5,2,5,0,3,3,2,0,6
200306,4298,560,360,5218,22,22,130,1614,36,97,948,46,238,44,137,146,56,427,21,10,10,35,21,102,2,68,26,8,0,18,1,4,5,8,3,5,6,4,5,0,0,17
200307,2637,448,232,3317,19,19,85,837,25,56,561,25,117,55,50,65,38,449,12,2,7,32,9,41,2,68,23,3,1,23,4,8,0,3,3,9,3,2,4,2,0,13
200308,2607,446,202,3255,18,18,166,1306,35,53,375,39,120,22,39,62,51,148,8,2,2,20,12,26,1,19,27,7,5,19,2,4,2,4,2,7,1,2,5,0,0,14
200309,3780,573,160,4513,23,23,255,1547,42,104,725,50,169,41,77,109,50,266,15,5,8,29,11,60,9,95,34,3,0,16,12,3,3,6,2,5,6,7,5,1,0,10
200310,1667,210,127,2004,10,10,33,623,8,23,455,17,85,12,25,74,16,93,4,1,2,12,9,88,3,45,13,0,1,6,0,2,0,2,0,1,1,0,2,0,0,11
200401,11472,1633,705,13810,61,61,307,3280,124,291,1695,136,974,159,363,471,130,1774,83,26,47,109,55,719,8,174,155,35,19,107,12,14,9,33,17,24,15,19,25,6,0,57
200402,6073,744,390,7207,32,32,239,1680,103,226,1091,87,486,114,224,230,93,878,36,6,19,50,30,79,14,118,57,12,8,37,8,6,7,13,10,6,9,9,6,4,0,78
200403,2624,323,169,3116,17,17,77,1126,19,46,419,13,162,11,27,36,39,265,7,9,38,28,11,129,1,53,24,4,6,16,1,5,3,9,2,1,5,5,3,2,0,22
200406,1365,205,111,1681,9,9,33,596,5,18,237,13,90,6,19,37,20,136,4,3,12,14,8,40,0,40,8,1,0,7,0,0,2,0,0,0,1,1,1,0,0,13
200407,6756,1319,662,8737,42,42,232,2807,71,123,748,81,674,60,115,217,112,688,46,11,37,55,37,211,7,94,67,10,4,34,6,18,12,13,11,17,6,19,11,5,0,97
200410,7839,1393,798,10030,50,50,184,3372,50,112,1185,69,376,38,141,172,165,1032,46,12,33,47,43,179,13,201,81,15,12,44,5,24,15,8,7,16,11,12,14,4,0,101
200412,2992,370,141,3503,17,17,66,1249,23,37,408,17,190,16,56,79,31,561,13,4,28,17,12,59,2,58,14,3,0,14,0,3,2,4,7,2,2,2,3,0,0,10
200501,11195,1980,941,14116,62,62,254,4257,119,284,1488,128,1381,121,262,449,122,904,58,24,26,67,111,498,16,221,120,37,9,55,14,15,9,15,14,14,13,20,9,7,0,54
200502,2530,354,212,3096,14,14,123,1081,18,62,419,16,224,15,51,69,18,138,7,11,1,21,13,116,2,58,16,1,1,12,2,4,1,2,0,9,4,2,3,2,0,8
200504,1873,273,137,2283,11,11,31,887,10,12,254,11,147,8,23,41,19,183,5,1,3,28,9,108,1,32,17,7,1,5,1,4,1,3,2,3,5,5,3,0,0,3
200506,3451,416,276,4143,18,18,54,978,25,50,615,24,286,22,41,91,32,282,37,1,3,35,16,675,0,71,20,11,1,18,1,4,3,8,3,4,6,6,1,2,0,25
200507,2606,542,266,3414,17,17,72,1084,22,41,436,26,198,11,38,69,51,170,16,1,7,14,19,165,2,38,32,5,7,22,2,10,4,8,1,8,2,4,7,2,0,12
200508,7986,910,720,9616,41,41,176,1750,81,138,1441,59,786,55,148,307,59,526,36,11,26,62,85,1309,11,699,40,15,13,30,10,9,2,18,7,12,11,9,7,2,0,36
200509,5608,962,432,7002,34,34,114,2316,49,70,924,52,588,32,60,177,66,336,19,4,8,37,28,392,4,107,74,10,10,40,2,9,3,3,3,16,11,8,5,4,0,27
200511,1706,177,191,2074,9,9,45,709,13,34,274,9,143,31,29,51,9,112,6,2,0,37,16,102,3,37,10,3,0,8,1,0,3,1,2,0,2,3,1,0,0,10
200601,7579,781,440,8800,36,36,238,2097,82,225,1203,74,989,60,151,223,48,598,52,19,17,49,55,1113,7,86,57,15,5,17,5,2,8,13,3,10,14,5,5,2,0,32
200602,3738,337,175,4250,18,18,118,787,37,109,637,36,345,27,81,145,44,423,23,1,6,26,12,727,2,41,17,7,2,14,2,10,2,5,5,4,5,8,16,0,0,14
200603,1742,193,90,2025,9,9,87,381,25,47,373,30,211,23,19,93,21,160,11,5,2,11,5,158,4,15,13,5,3,10,1,1,2,2,1,4,2,4,1,0,0,12
200604,2001,159,112,2272,10,10,76,586,24,37,502,12,176,20,24,75,6,147,13,4,5,12,9,189,2,28,11,3,1,17,3,3,1,3,1,1,2,1,1,0,0,6
200605,1203,150,87,1440,7,7,43,325,15,36,270,12,105,11,37,75,17,110,7,1,1,16,12,64,0,10,6,3,1,4,1,1,0,1,1,0,3,1,3,0,0,11
200606,1425,123,70,1618,7,7,47,446,8,30,250,16,173,13,46,45,13,129,11,3,1,13,18,82,1,31,14,5,0,10,0,6,1,3,0,1,4,0,1,2,0,2
200607,1382,142,68,1592,8,8,32,424,9,44,305,20,119,11,24,51,24,103,16,2,5,6,5,122,1,7,10,8,0,9,0,1,0,1,2,2,4,1,2,0,0,12
200608,3610,368,254,4232,18,18,112,1162,46,79,628,36,348,48,67,118,33,359,19,12,8,37,15,226,4,131,27,6,3,26,3,3,5,17,4,12,1,5,1,0,0,9
200609,3964,465,271,4700,21,21,160,1017,58,129,706,53,357,31,157,183,39,423,25,4,10,39,31,331,1,75,38,4,1,25,2,2,2,10,8,12,7,3,2,2,0,17
200610,607,56,57,720,4,4,14,145,4,25,106,4,76,7,28,11,5,102,6,2,0,3,2,51,2,6,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,2
200701,13496,1128,795,15419,65,65,437,2725,210,704,2732,192,2186,210,480,595,87,1408,40,32,60,120,146,509,19,210,110,55,12,45,13,13,10,20,13,12,25,8,10,8,0,40
200702,3924,468,231,4623,21,21,86,1133,40,153,1000,36,316,55,109,174,34,373,13,1,11,49,24,127,4,52,36,11,7,21,6,6,0,9,6,8,5,2,2,1,0,14
200703,1223,146,75,1444,7,7,61,314,10,35,249,9,187,9,19,52,12,119,4,3,2,14,11,61,3,15,12,2,0,7,1,0,1,2,0,0,2,1,0,1,0,5
200704,1550,183,133,1866,9,9,55,359,22,68,352,11,218,21,38,67,32,116,7,2,1,24,9,78,0,24,14,6,4,4,1,5,0,1,0,2,2,0,1,1,0,5
200705,3891,456,208,4555,22,22,101,1372,30,89,831,26,492,24,76,86,57,288,16,4,6,42,15,147,3,66,33,11,3,23,2,7,2,6,7,9,4,3,2,4,0,4
200706,4229,587,401,5217,26,26,109,1321,52,168,769,36,298,40,88,126,33,343,13,0,9,21,35,536,1,72,42,15,6,18,6,11,3,11,2,6,4,4,9,2,0,20
200707,4164,479,266,4909,23,23,91,1634,35,68,782,29,252,22,34,77,45,361,27,4,2,24,32,450,2,58,34,12,2,23,3,5,3,6,1,7,1,9,2,3,0,24
200708,3193,376,194,3763,18,18,139,711,45,64,629,32,294,30,72,119,27,330,6,4,7,28,9,480,1,54,35,11,3,18,1,6,1,10,3,6,2,7,0,3,0,6
200709,2301,267,123,2691,11,11,78,494,30,68,622,24,239,22,44,84,16,241,5,5,7,33,49,136,3,29,17,8,3,13,3,2,0,3,1,6,0,4,1,5,0,6
200801,4984,1009,520,6513,32,32,309,1590,42,143,1007,30,540,51,133,144,71,312,21,14,8,41,25,167,7,72,59,15,7,43,4,14,11,16,4,17,14,9,6,2,0,36
200803,2858,326,210,3394,18,18,61,1077,21,66,641,11,185,22,55,112,27,296,12,3,2,11,9,64,2,57,43,7,2,22,3,5,3,3,5,11,1,9,1,0,0,9
200804,1859,288,159,2306,12,12,105,493,7,40,476,14,261,18,24,74,21,147,3,3,2,14,9,32,3,35,25,4,1,14,1,4,1,7,1,6,3,1,2,1,0,7
200805,3201,548,242,3991,19,19,296,1004,24,80,801,29,191,30,52,114,54,239,16,2,7,24,16,43,2,27,31,4,8,28,6,8,1,5,8,8,19,3,4,1,0,16
200806,2143,410,188,2741,15,15,86,690,16,55,552,16,146,13,37,57,27,189,11,4,5,22,71,41,2,28,26,5,0,10,1,2,4,5,3,4,4,3,1,0,0,7
200807,1294,205,111,1610,8,8,36,569,12,39,207,10,83,9,36,43,21,90,6,1,2,10,8,32,1,22,13,2,5,10,0,1,1,3,2,7,4,2,1,0,0,6
200808,1840,256,109,2205,13,13,99,603,14,41,382,12,167,7,16,41,10,187,3,2,12,8,14,126,1,31,14,2,0,14,1,3,1,8,3,3,4,1,2,0,0,8
200810,1205,205,58,1468,8,8,47,445,6,12,260,10,95,9,14,39,13,107,6,2,3,10,7,59,0,20,13,2,1,6,0,2,0,7,0,0,3,2,2,0,0,3
200811,3142,523,274,3939,22,22,156,1386,14,48,583,14,288,7,61,66,34,149,9,4,8,26,14,110,4,55,36,4,2,13,4,5,1,2,3,9,5,6,3,2,0,11
200812,3485,600,291,4376,24,24,160,1282,15,32,630,16,191,13,27,87,37,307,14,2,10,20,9,438,3,58,43,3,6,30,2,2,3,8,4,8,3,1,3,2,0,16
200901,132375,10616,5531,148522,598,598,7634,16224,4557,8636,25245,3615,20714,3189,6368,9332,991,11444,858,284,382,1291,1238,4636,225,1340,769,645,208,448,223,145,139,221,209,115,264,80,108,57,0,541
