mpio_reg_code_7,mesas_total,mesas_escrutadas,censo,votantes,votos_nulos,votos_no_marcados,votos_blanco,votos_validos,cand_31_000001|MAURICIO CARDENAS SANTAMARIA,cand_31_000002|DAVID ANDRES LUNA SANCHEZ,cand_31_000003|VICTORIA EUGENIA DAVILA HOYOS,cand_31_000004|JUAN MANUEL GALAN PACHON,cand_31_000005|PALOMA SUSANA VALENCIA LASERNA,cand_31_000006|JUAN CARLOS PINZON BUENO,cand_31_000007|ANIBAL GAVIRIA CORREA,cand_31_000008|ENRIQUE PEÑALOSA LONDOÑO,cand_31_000009|JUAN DANIEL OVIEDO ARANGO
2700100,7,7,2074,437,10,22,0,405,2,2,12,12,297,27,0,0,36
2700103,15,15,4699,747,54,97,0,596,3,10,13,40,324,35,0,9,71
2700106,14,14,4554,556,55,64,0,437,3,4,14,35,217,19,3,8,46
2700109,8,8,2202,390,28,56,0,306,2,8,11,30,180,14,0,1,23
2700112,12,12,3528,531,42,44,0,445,1,9,14,34,215,52,3,6,37
2700115,6,6,1421,452,6,29,0,417,2,2,9,6,140,233,1,1,8
2700118,14,14,4206,560,23,65,0,472,7,5,12,15,211,142,1,3,38
2700119,19,19,5973,1408,36,130,0,1242,3,10,23,22,982,55,3,5,47
2700120,36,36,10484,1323,69,87,0,1167,2,5,36,28,825,17,3,7,117
2700121,117,117,37185,8329,593,536,0,7200,33,73,406,361,4067,663,37,106,782
2700124,34,34,10604,2446,180,195,0,2071,10,19,148,127,1160,101,7,33,158
2700127,8,8,2397,580,13,60,0,507,0,2,19,26,385,17,1,4,20
2700130,56,56,16811,3665,191,178,0,3296,17,29,113,180,1923,192,8,42,411
2700133,18,18,5424,1238,49,75,0,1114,3,4,29,19,902,33,1,8,49
2700136,29,29,8356,1808,149,183,0,1476,8,18,67,88,953,69,5,24,102
2700139,17,17,3987,890,37,68,0,785,2,8,41,17,577,18,3,7,56
2700142,13,13,4146,909,32,92,0,785,3,3,13,58,556,53,2,8,30
2700145,33,33,10114,2465,151,175,0,2139,8,12,67,141,1241,105,5,63,229
2700148,14,14,3669,724,20,98,0,606,1,7,14,27,433,28,2,4,37
2700151,6,6,1618,319,13,25,0,281,0,5,4,17,195,13,0,1,23
2700154,8,8,2669,693,24,39,0,630,1,5,14,23,447,32,2,8,48
2700157,13,13,4027,1140,57,80,0,1003,4,7,31,58,620,87,1,5,103
2700160,414,414,131233,34454,3440,1939,0,29075,231,303,1685,1792,14232,1227,151,452,5171
2700163,12,12,3899,876,36,26,0,814,3,8,24,39,477,30,5,2,140
2700166,46,46,13402,2252,117,88,0,2047,13,15,97,111,1170,111,15,33,223
2700167,22,22,6692,496,31,45,0,420,2,1,22,51,238,16,1,5,28
2700169,85,85,26678,2289,218,301,0,1770,5,10,117,100,798,48,6,22,133
2700172,86,86,25122,4645,309,453,0,3883,13,33,234,185,2506,167,13,39,265
2700174,78,78,25382,3800,338,408,0,3054,20,26,209,342,1484,112,18,57,266
2700175,27,27,6851,1495,69,145,0,1281,6,12,32,66,880,37,3,6,78
2700178,10,10,3012,464,23,61,0,380,0,3,5,9,220,53,0,1,19
2700181,153,153,46971,12779,1064,550,0,11165,74,129,411,661,5360,547,55,149,2230
2700184,7,7,2306,335,21,30,0,284,3,3,12,28,175,5,1,2,27
2700187,17,17,4505,1137,53,72,0,1012,4,6,35,23,772,37,3,6,59
2700190,11,11,2286,463,13,38,0,412,2,1,16,9,255,75,1,4,20
2700193,82,82,25405,3606,264,296,0,3046,13,26,150,168,1953,156,6,17,275
2700194,12,12,3461,646,46,107,0,493,0,3,21,17,289,88,1,6,17
2700195,9,9,2417,622,26,25,0,571,1,0,26,17,447,23,1,4,22
2700196,23,23,6503,1674,95,188,0,1391,4,13,49,78,924,58,6,10,104
2700199,79,79,25701,6894,581,322,0,5991,28,62,186,268,3466,393,22,75,861
2700202,28,28,8928,1603,77,96,0,1430,4,14,33,102,886,92,12,11,132
2700205,23,23,5765,753,24,40,0,689,1,6,13,15,549,24,0,5,23
2700208,14,14,3705,779,30,57,0,692,3,5,23,22,491,34,0,7,45
2700211,19,19,5819,1429,94,171,0,1164,7,6,79,153,680,37,1,10,88
2700217,17,17,5307,974,60,57,0,857,6,10,32,47,524,31,2,4,112
2700219,5,5,1493,419,17,34,0,368,6,3,5,3,291,8,2,4,10
2700220,54,54,16952,3204,287,262,0,2655,11,20,68,167,1524,93,16,41,341
2700221,23,23,7353,1761,95,103,0,1563,6,10,76,60,979,62,8,23,177
2700223,26,26,8402,1638,144,59,0,1435,17,21,47,53,866,137,8,14,146
2800001,665,665,223915,48024,5497,7546,0,34981,224,1189,1428,1932,15114,735,301,675,3113
2800010,33,33,10575,979,39,124,0,816,4,148,16,67,353,15,3,15,29
2800020,37,37,10629,616,29,87,0,500,5,10,20,36,229,9,3,37,28
2800030,28,28,8778,999,57,219,0,723,1,13,21,21,426,8,3,3,20
2800040,161,161,51338,7935,865,966,0,6104,34,198,207,256,3079,132,33,56,532
2800041,47,47,15270,1802,157,211,0,1434,10,13,52,41,721,30,5,13,91
2800042,37,37,9931,1090,61,193,0,836,0,12,16,42,478,15,3,16,14
2800045,17,17,5192,737,39,147,0,551,7,12,11,21,328,8,4,17,23
2800048,59,59,18720,2278,66,251,0,1961,6,52,68,54,1388,26,7,20,68
2800049,53,53,15527,1056,59,146,0,851,5,21,22,19,577,18,5,7,26
2800050,35,35,11288,699,40,110,0,549,3,18,12,18,255,16,3,17,35
2800055,63,63,20315,1597,117,272,0,1208,6,37,42,45,647,12,9,20,64
2800060,102,102,30567,3336,113,682,0,2541,13,44,121,76,1609,39,14,19,76
2800080,52,52,15882,2883,276,827,0,1780,9,49,70,117,782,48,14,24,123
2800100,76,76,23534,2465,170,383,0,1912,7,28,49,54,1088,25,6,21,112
2800120,41,41,13249,1317,101,458,0,758,11,16,32,33,330,15,6,12,53
2800160,118,118,36814,4977,433,1035,0,3509,29,97,154,225,1459,88,24,85,215
2800180,74,74,21765,2196,121,403,0,1672,19,28,86,67,981,19,7,17,78
2800190,40,40,12438,1285,79,175,0,1031,6,19,25,47,650,14,8,9,64
2800200,153,153,48859,4248,351,731,0,3166,37,70,87,152,1542,45,18,31,167
2800220,158,158,47932,2773,138,835,0,1800,25,31,65,93,860,48,14,30,64
2800240,55,55,17966,1777,108,282,0,1387,9,40,43,61,741,26,6,21,74
2800260,90,90,28071,3031,211,413,0,2407,8,74,84,110,1353,37,15,23,156
2800280,79,79,21965,1848,35,216,0,1597,9,22,96,43,993,19,5,12,45
2800300,84,84,26427,2132,304,447,0,1381,10,24,40,102,625,21,17,23,97
2800320,68,68,21639,3022,250,723,0,2049,19,50,66,113,1038,47,17,36,111
2900001,1425,1425,470989,125899,12202,5698,0,107999,952,1163,3830,4158,56170,4553,495,1904,20772
2900004,16,16,3888,1253,48,75,0,1130,3,6,28,14,939,21,1,7,60
2900007,30,30,9238,1500,101,121,0,1278,5,9,40,61,817,36,6,12,130
2900010,24,24,6802,705,53,45,0,607,1,12,15,20,388,17,3,7,67
2900013,28,28,8904,1209,37,86,0,1086,4,7,30,13,826,35,3,9,67
2900016,35,35,10696,1508,175,161,0,1172,12,14,45,66,631,40,5,18,112
2900019,56,56,17005,3210,84,587,0,2539,10,9,68,67,1969,69,2,16,115
2900022,56,56,17376,2546,246,214,0,2086,9,16,75,75,1314,67,16,28,212
2900025,34,34,10546,1939,148,144,0,1647,15,23,65,69,1027,34,6,27,174
2900028,19,19,5799,940,35,85,0,820,6,5,32,22,522,31,3,13,73
2900031,28,28,8512,1764,169,334,0,1261,10,19,43,58,724,25,7,24,128
2900034,60,60,19041,1684,114,245,0,1325,10,6,35,50,920,38,6,15,67
2900037,25,25,7382,1881,63,133,0,1685,6,19,45,33,1355,32,7,7,75
2900040,127,127,42544,6715,528,903,0,5284,47,35,235,241,3118,219,29,65,493
2900043,25,25,7299,1547,58,83,0,1406,3,9,26,25,1174,24,3,10,71
2900046,190,190,63329,15834,1418,1306,0,13110,183,148,526,600,7108,420,52,162,1644
2900049,21,21,6379,972,72,106,0,794,2,5,36,46,500,19,6,7,57
2900052,61,61,19925,4575,461,461,0,3653,24,43,174,250,1871,123,18,56,417
2900055,94,94,28675,3700,194,309,0,3197,21,21,105,95,1986,120,21,41,305
2900058,85,85,26744,6423,426,664,0,5333,26,58,223,247,3341,165,35,63,374
2900061,21,21,5946,901,38,88,0,775,5,4,35,16,511,16,3,55,66
2900064,63,63,22935,4707,454,378,0,3875,20,75,157,183,2054,95,21,67,560
2900067,30,30,9588,1478,78,143,0,1257,7,15,39,82,722,42,3,16,127
2900070,50,50,15792,1923,174,180,0,1569,10,8,50,65,913,55,2,22,177
2900073,100,100,34460,3929,337,289,0,3303,23,12,109,223,1932,138,21,43,395
2900076,96,96,30588,5365,571,405,0,4389,22,27,162,232,2394,175,28,69,583
2900079,104,104,33147,6437,683,371,0,5383,27,64,231,284,2897,205,21,113,702
2900080,13,13,3871,535,42,54,0,439,5,1,21,15,297,17,2,2,44
2900082,49,49,15378,1967,115,213,0,1639,4,6,41,78,1093,35,3,20,167
2900085,80,80,24250,3271,184,369,0,2718,23,19,102,111,1809,125,9,37,163
2900087,27,27,8737,814,44,61,0,709,1,2,22,22,507,31,3,7,52
2900088,19,19,5803,890,106,92,0,692,4,7,20,33,432,8,4,7,67
2900089,78,78,24824,2614,152,450,0,2012,12,16,78,102,1147,90,12,29,173
2900091,27,27,8087,1233,90,115,0,1028,6,8,23,35,730,33,1,10,81
2900094,65,65,20752,3576,239,344,0,2993,22,22,126,143,1817,70,10,49,286
2900097,61,61,18580,1402,91,209,0,1102,7,5,45,61,722,29,6,12,61
2900100,15,15,4538,428,17,39,0,372,0,1,14,12,237,15,1,6,41
2900103,73,73,21980,3630,173,364,0,3093,24,11,130,71,2239,74,11,18,200
2900105,41,41,13293,2684,162,184,0,2338,136,26,79,81,1453,66,5,31,169
2900106,34,34,10953,1939,101,256,0,1582,6,8,52,33,1227,45,4,14,66
2900109,42,42,12517,2696,157,225,0,2314,11,15,62,87,1664,51,9,27,131
2900112,25,25,5940,1351,52,299,0,1000,2,3,25,27,739,27,3,3,84
2900115,18,18,4801,1078,79,83,0,916,4,4,21,21,705,19,2,11,46
2900118,16,16,4946,1418,62,159,0,1197,5,11,34,27,848,139,3,18,51
2900121,41,41,12089,2091,183,168,0,1740,4,23,71,80,1178,36,8,30,133
2900124,26,26,7191,1127,46,106,0,975,1,1,32,23,739,19,2,8,50
2900127,18,18,5291,963,52,71,0,840,3,5,26,21,654,24,4,11,36
3100001,5443,5437,1841675,307389,30497,15522,0,261370,3418,3005,7704,12756,118931,14604,1378,4227,47121
3100004,40,40,12566,1476,157,188,0,1131,4,8,74,60,578,29,10,22,127
3100007,62,62,20083,1920,219,137,0,1564,14,8,64,76,706,93,4,32,211
3100010,67,67,19000,2011,150,225,0,1636,12,9,83,42,1024,62,10,10,124
3100013,21,21,5932,699,17,65,0,617,18,2,26,22,377,21,3,6,55
3100016,47,47,13470,1446,101,145,0,1200,7,6,78,52,684,44,4,8,110
3100019,730,725,237167,19905,4202,4131,0,11572,144,140,467,749,2949,446,100,264,989
3100022,354,354,110301,17929,2148,1211,0,14570,218,166,572,695,6128,681,70,338,2634
3100025,70,70,21147,1765,191,160,0,1414,9,7,68,41,615,69,12,15,194
3100028,91,91,27806,5292,348,540,0,4404,22,43,225,161,2535,161,20,62,420
3100031,246,246,85518,9120,1381,833,0,6906,65,63,292,364,2809,296,53,90,1035
3100034,373,373,122473,20358,1924,1392,0,17042,375,143,657,765,8294,649,101,241,2389
3100037,123,123,38596,3380,312,373,0,2695,24,26,93,147,1405,163,19,30,204
3100040,56,56,15597,1842,171,238,0,1433,11,10,68,75,686,70,13,22,152
3100043,33,33,7842,1230,57,138,0,1035,8,7,95,46,606,38,8,11,49
3100046,25,25,6649,558,28,60,0,470,1,3,20,19,273,30,2,9,45
3100049,175,175,56586,5367,823,561,0,3983,33,43,154,209,1536,179,18,55,622
3100052,39,39,10688,1082,66,133,0,883,5,5,48,32,505,18,1,13,79
3100055,169,169,55334,5930,964,655,0,4311,26,27,141,218,1442,160,24,61,698
3100058,60,60,19342,2096,255,153,0,1688,13,23,48,66,875,71,12,27,222
3100061,94,94,30357,4320,684,615,0,3021,26,21,102,130,756,71,21,45,360
3100064,381,381,127267,17460,2141,1119,0,14200,167,133,461,764,6368,668,69,239,2324
3100067,47,47,14347,1575,171,137,0,1267,14,16,32,67,681,73,5,16,130
3100070,93,93,28487,3407,293,218,0,2896,19,23,148,99,1637,109,13,50,362
3100073,37,37,11743,1403,123,154,0,1126,6,5,51,42,628,35,9,18,118
3100076,37,37,11129,787,84,83,0,620,3,4,30,39,325,22,1,4,66
3100079,885,885,290179,40608,4802,2795,0,33011,509,343,1182,1875,13169,1459,189,578,6235
3100082,138,138,42926,4632,674,580,0,3378,79,137,154,197,1196,185,25,35,434
3100085,55,55,16362,1760,173,240,0,1347,14,16,77,86,615,56,9,26,135
3100088,50,50,16195,1587,134,166,0,1287,13,8,74,42,765,46,7,13,114
3100091,109,109,31633,5807,560,479,0,4768,46,37,233,186,2289,238,40,87,665
3100094,54,54,15356,1633,180,170,0,1283,12,13,61,53,618,52,8,11,182
3100097,120,120,38319,4721,450,474,0,3797,35,26,149,198,1962,171,30,72,498
3100100,46,46,13046,1870,131,188,0,1551,5,9,73,43,790,48,16,20,126
3100103,58,58,16992,2638,219,343,0,2076,13,13,101,81,1079,87,16,29,167
3100106,534,534,175038,28800,3420,1968,0,23412,170,239,1075,1098,10342,1233,152,374,3796
3100109,19,19,5508,603,44,70,0,489,4,6,23,19,234,23,1,10,50
3100112,33,33,7622,1144,60,99,0,985,3,7,35,34,623,35,4,17,68
3100115,38,38,11440,1107,121,191,0,795,8,5,25,38,409,37,6,10,91
3100118,52,52,15794,1615,199,162,0,1254,9,7,51,60,545,50,7,19,155
3100121,343,342,113020,13105,1829,1551,0,9725,74,82,328,624,3161,565,51,111,1842
3100124,124,124,40245,4525,604,532,0,3389,32,21,107,177,1292,140,20,50,471
4000001,260,260,83651,18047,1080,1394,0,15573,64,153,495,478,9935,288,74,235,1368
4000005,127,127,39873,7513,458,1090,0,5965,28,78,250,288,3652,155,25,97,487
4000010,115,115,36726,3650,309,906,0,2435,23,18,167,184,923,72,23,50,158
4000015,12,12,3804,584,29,101,0,454,2,8,12,17,337,8,4,3,18
4000017,44,44,13998,1102,99,255,0,748,6,9,50,46,259,20,4,19,77
4000020,13,13,4051,848,32,101,0,715,6,4,21,17,514,9,2,4,23
4000025,128,128,41277,6334,665,885,0,4784,27,149,281,323,2097,108,33,84,430
4400001,420,420,138633,29134,2351,2634,0,24149,134,272,1021,1389,11973,786,95,373,3585
4400002,14,14,4530,612,46,82,0,484,2,2,18,12,327,9,4,6,44
4400003,73,73,24481,2003,187,479,0,1337,12,21,106,91,532,53,16,25,100
4400004,27,27,8562,1216,105,174,0,937,2,9,39,32,582,28,8,12,64
4400005,52,52,16267,1627,98,144,0,1385,3,9,50,62,865,53,7,17,100
4400006,36,36,11828,907,69,140,0,698,3,4,20,44,419,20,3,9,54
4400007,40,40,13017,1100,79,231,0,790,1,5,48,55,434,31,6,14,51
4400009,63,63,20215,1990,106,264,0,1620,11,18,54,79,970,34,12,18,122
4400010,133,133,41955,4287,348,727,0,3212,64,27,204,177,1451,101,19,53,234
4400012,25,25,7866,520,28,72,0,420,1,5,14,16,261,16,2,6,17
4400016,24,24,6940,446,37,93,0,316,3,5,14,12,184,12,1,7,26
4400017,15,15,4052,586,20,68,0,498,1,2,30,61,308,13,1,5,34
4400020,35,35,10921,1392,138,272,0,982,2,15,66,46,581,19,3,26,63
4400022,32,32,9026,467,23,128,0,316,1,3,18,11,107,11,3,9,30
4400024,20,20,6245,283,18,32,0,233,2,2,13,15,121,4,0,3,28
4400040,19,19,5915,747,44,88,0,615,1,3,17,12,364,10,2,7,20
4600001,424,424,135664,38769,3158,2207,0,33404,176,352,1341,1533,17188,1064,141,561,5770
4600040,94,94,29916,8266,776,531,0,6959,27,47,224,227,4136,135,25,144,895
4600120,6,6,1856,429,13,25,0,391,12,7,3,9,290,6,0,4,23
4600320,34,34,7960,2050,72,165,0,1813,4,6,29,37,1482,27,4,10,51
4600480,4,4,1021,66,0,10,0,56,1,1,1,2,24,4,0,2,7
4600520,42,42,12008,3275,214,275,0,2786,11,14,83,105,1756,44,9,35,192
4600540,41,41,12638,3558,285,269,0,3004,5,25,86,85,1995,58,14,45,329
4600560,27,27,6608,1877,77,166,0,1634,4,9,28,39,1266,26,11,14,80
4600640,31,31,8928,1832,129,212,0,1491,5,5,38,51,1116,19,7,3,96
4600680,90,90,28252,7935,371,570,0,6994,29,39,185,155,5415,129,14,61,376
4600700,27,27,8477,2338,122,219,0,1997,8,9,47,65,1522,23,7,11,127
4600760,5,5,1231,284,7,14,0,263,0,1,3,4,179,11,0,2,13
4600800,10,10,2833,937,42,56,0,839,1,7,18,40,564,8,3,2,57
4600815,6,6,1828,187,7,26,0,154,0,4,3,4,71,5,1,0,16
4600830,24,24,6673,2134,100,222,0,1812,4,8,44,84,1404,23,10,11,57
4600840,18,18,4678,958,40,127,0,791,1,4,13,13,632,14,3,8,42
4600850,63,63,20217,5915,545,460,0,4910,20,39,153,176,3069,94,27,51,618
4600865,36,36,10067,2824,117,293,0,2414,5,14,53,175,1832,46,6,13,99
4600880,88,88,28143,6772,685,544,0,5543,18,59,196,259,3239,146,21,94,634
4800001,494,493,158474,21114,2508,2830,0,15776,185,765,723,932,6056,468,101,346,1353
4800002,64,64,21600,1532,201,336,0,995,13,37,43,50,354,29,8,27,86
4800004,84,84,27343,3542,319,681,0,2542,24,145,164,137,935,86,22,53,155
4800005,74,74,23960,1781,137,405,0,1239,20,44,62,72,464,43,16,35,74
4800006,27,27,8988,854,52,118,0,684,3,19,39,27,364,21,13,11,39
4800007,103,103,32543,3360,312,511,0,2537,33,105,89,147,964,53,20,49,238
4800008,35,35,11169,1033,81,130,0,822,7,28,39,35,331,43,7,21,96
4800009,51,51,16449,1860,237,480,0,1143,21,42,60,71,324,33,9,27,110
4800010,419,418,143165,13674,1285,2368,0,10021,125,363,516,699,3724,323,151,204,659
4800011,188,187,63035,2804,177,870,0,1757,32,58,83,93,766,45,16,34,91
4800012,16,16,5137,500,31,55,0,414,15,18,14,46,195,7,2,4,35
4800013,120,120,37031,6261,497,775,0,4989,33,151,263,133,2724,73,46,57,235
4800016,387,383,129879,4367,425,1480,0,2462,46,100,133,275,820,82,34,59,119
4800018,30,30,9448,1577,163,234,0,1180,97,57,38,51,493,25,4,27,81
4800020,63,63,20650,3030,305,387,0,2338,13,104,115,89,1181,52,10,34,156
5000001,88,88,27944,4095,223,727,0,3145,35,47,126,330,907,91,35,77,409
5000070,19,19,5403,245,5,116,0,124,2,3,6,14,19,5,5,2,10
5000073,1,1,267,4,1,0,0,3,0,0,0,1,0,0,0,0,0
5000078,1,1,213,8,0,0,0,8,1,0,1,0,0,2,0,0,1
5000083,1,1,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000087,4,4,633,48,0,7,0,41,1,5,1,5,6,3,1,2,2
5000090,5,5,1300,52,1,14,0,37,0,0,2,4,20,0,0,0,1
5000092,3,3,933,27,1,6,0,20,1,1,1,1,7,1,0,0,2
5200001,1236,1236,405921,115597,9025,4711,0,101861,604,1090,2775,3661,55988,3209,379,1774,18518
5200005,233,233,77155,23981,2662,1366,0,19953,109,180,622,949,10538,570,93,350,3497
5200006,19,19,5718,1123,98,150,0,875,3,23,31,31,494,21,12,17,104
5200008,20,20,6197,1614,113,212,0,1289,4,12,43,45,861,35,8,22,91
5200010,41,41,13351,4090,431,342,0,3317,12,32,122,119,1765,67,30,29,455
5200015,18,18,5761,1610,87,96,0,1427,6,8,22,23,1059,35,5,17,136
5200020,64,64,19538,5287,434,360,0,4493,17,43,141,157,2831,117,23,59,532
5200025,8,8,1557,425,28,40,0,357,1,2,2,5,285,1,3,1,37
5200027,21,21,6372,774,59,102,0,613,4,3,17,32,344,27,5,8,48
5200028,13,13,3826,1407,49,119,0,1239,6,6,17,11,1000,27,1,21,71
5200030,33,33,10072,1595,132,141,0,1322,2,5,39,54,914,18,4,11,111
5200035,177,177,60416,11040,939,781,0,9320,42,80,342,360,5407,231,36,105,1172
5200040,42,42,13621,4478,349,275,0,3854,18,15,123,156,2409,102,18,79,502
5200041,37,37,11689,1160,99,255,0,806,10,6,42,52,337,30,10,15,67
5200042,28,28,8982,1528,103,158,0,1267,5,206,27,36,753,38,8,16,59
5200043,174,174,56342,12839,1923,1488,0,9428,60,100,568,576,3499,293,80,204,1155
5200044,29,29,9425,1168,109,199,0,860,5,6,42,26,510,13,4,17,64
5200045,84,84,26399,4194,266,301,0,3627,13,23,109,139,2240,86,24,52,369
5200046,24,24,6173,872,85,306,0,481,3,7,25,22,245,8,3,12,27
5200047,23,23,7480,972,65,201,0,706,13,20,35,21,402,26,9,8,37
5200048,25,25,7445,1319,85,206,0,1028,5,18,37,43,604,39,6,12,72
5200049,31,31,9675,1263,111,195,0,957,3,11,31,36,529,32,9,22,87
5200050,54,54,17832,4604,322,244,0,4038,16,35,102,103,2600,103,12,60,598
5200055,31,31,9788,1558,149,185,0,1224,9,8,37,34,708,25,10,18,105
5200058,22,22,6428,1173,56,104,0,1013,3,2,26,18,729,26,1,11,50
5200059,7,7,1421,205,4,11,0,190,0,3,5,3,137,5,1,1,16
5200060,62,62,19048,4146,379,327,0,3440,13,24,141,122,2078,98,21,53,428
5200074,23,23,7411,274,52,57,0,165,1,0,7,9,44,5,0,1,25
5200080,48,48,14544,2251,177,339,0,1735,6,7,71,73,1028,52,12,17,129
5400001,156,150,48750,8377,720,966,0,6691,31,134,239,773,2666,161,32,108,952
5400003,24,24,7409,933,77,181,0,675,5,19,29,91,225,30,8,12,60
5400007,33,33,10241,1481,105,209,0,1167,3,19,43,109,601,45,5,9,87
5400012,15,15,3747,241,11,55,0,175,0,3,12,14,31,7,1,4,22
5600001,151,151,49218,7252,325,1003,0,5924,76,190,341,548,1987,224,51,151,607
5600004,15,15,4849,637,11,74,0,552,3,10,25,34,281,6,3,18,32
6000001,142,142,45321,6713,347,863,0,5503,44,73,275,321,2029,153,49,123,881
6000007,17,17,5199,374,18,110,0,246,3,4,9,23,68,1,1,5,16
6000010,3,3,770,51,0,18,0,33,1,0,3,7,8,1,0,2,2
6000013,4,4,1159,21,2,6,0,13,1,0,1,1,7,0,0,0,0
6000016,4,4,1332,77,2,29,0,46,1,0,1,6,6,2,1,0,4
6000017,1,1,76,29,5,15,0,9,3,0,0,2,1,0,0,0,0
6000019,3,3,553,11,0,3,0,8,0,0,0,1,1,0,0,1,0
6000021,2,2,592,9,0,6,0,3,0,0,0,2,0,0,0,0,0
6000022,6,6,1602,86,1,24,0,61,0,0,1,6,22,1,0,2,5
6000030,1,1,292,5,0,1,0,4,0,1,1,0,0,0,0,0,2
6000040,2,2,544,15,0,2,0,13,0,0,0,2,4,0,0,1,3
6400001,141,141,43210,6708,649,756,0,5303,71,59,140,287,1574,238,30,93,816
6400002,167,167,53617,5534,655,977,0,3902,65,40,169,286,1215,167,32,82,522
6400004,53,53,16164,836,53,140,0,643,14,8,26,56,281,21,6,13,54
6400007,15,15,4806,780,65,151,0,564,2,6,12,32,231,20,5,5,100
6400013,16,16,4942,774,50,131,0,593,3,12,27,51,204,13,3,10,60
6400016,21,21,6857,501,30,69,0,402,0,4,10,23,150,14,2,4,59
6400018,52,52,15965,546,36,120,0,390,3,1,20,21,123,29,1,7,54
6400019,35,35,11479,1514,122,222,0,1170,13,6,34,61,523,71,7,15,162
6400023,101,101,32110,2084,256,409,0,1419,12,7,47,80,358,53,4,21,172
6400025,45,45,13086,618,56,130,0,432,9,4,22,20,184,15,4,6,30
6400026,35,35,10874,742,91,177,0,474,2,4,34,26,137,18,4,11,57
6400028,99,99,30555,1496,239,303,0,954,12,5,34,68,251,36,15,19,126
6400030,66,66,21155,2439,289,382,0,1768,47,27,91,147,636,60,17,28,175
6800001,67,67,20009,2729,100,591,0,2038,30,36,72,202,485,47,25,52,200
6800004,6,6,1774,116,6,25,0,85,0,1,3,11,21,2,1,1,5
6800010,2,2,183,74,0,11,0,63,2,1,5,11,2,1,1,1,0
6800013,6,6,1258,71,3,31,0,37,0,3,2,4,2,5,0,5,0
6800017,6,6,1876,65,2,6,0,57,0,1,1,8,12,2,0,1,10
6800022,4,4,1062,48,1,8,0,39,0,0,0,4,9,0,0,1,3
7200001,69,69,21526,3252,208,486,0,2558,19,32,114,177,1068,103,40,56,321
7200002,13,13,3503,606,24,99,0,483,2,7,14,11,313,19,7,5,30
7200006,93,91,25597,1648,92,596,0,960,16,21,54,84,275,29,15,17,68
7200008,28,28,7578,1004,44,107,0,853,3,7,15,20,604,19,2,15,59
8800115,8,8,63,10,0,0,0,10,0,0,2,1,1,0,0,0,2
8800120,40,40,17593,3146,129,65,0,2952,71,85,35,94,658,65,31,87,1191
8800130,7,7,21,3,0,0,0,3,0,0,0,0,0,1,0,0,2
8800135,7,7,32,9,2,0,0,7,0,0,0,0,1,0,0,0,2
8800140,10,10,2619,202,21,1,0,180,0,1,7,6,116,3,4,3,24
8800155,41,41,19154,1903,149,68,0,1686,18,66,41,115,582,36,12,48,443
8800160,15,15,6172,572,82,30,0,460,4,10,23,35,298,6,4,15,16
8800165,71,71,25693,5063,292,100,0,4671,81,130,103,160,1293,107,49,154,1787
8800170,11,11,2346,428,20,15,0,393,9,14,3,15,77,6,2,18,155
8800190,14,14,4435,647,27,9,0,611,22,13,6,17,198,18,6,37,168
8800215,10,10,1640,239,18,2,0,219,4,5,11,17,118,8,0,7,19
8800220,49,49,7551,940,48,22,0,870,23,20,20,28,324,25,5,37,225
8800250,209,209,63810,12188,961,144,0,11083,172,263,243,394,5288,346,100,500,2462
8800275,7,7,373,77,3,1,0,73,1,2,0,6,23,2,4,1,24
8800285,26,26,11148,1801,104,37,0,1660,22,27,49,86,1082,33,12,57,147
8800290,8,8,760,38,0,4,0,34,1,0,0,2,5,0,0,0,14
8800305,121,121,38536,3156,266,80,0,2810,50,82,185,180,1317,83,15,101,407
8800315,28,28,1071,190,10,3,0,177,2,6,4,11,59,7,3,9,41
8800325,8,8,921,178,4,6,0,168,4,6,1,2,42,3,0,5,68
8800330,106,106,41753,2514,174,98,0,2242,27,38,98,167,1280,68,16,67,219
8800335,8,8,294,53,0,3,0,50,1,0,2,4,26,1,0,1,10
8800340,9,9,746,200,8,3,0,189,1,5,3,11,106,7,5,7,21
8800350,13,13,4000,565,41,5,0,519,14,14,13,13,296,5,1,13,100
8800355,574,570,255821,21928,1801,758,0,19369,320,480,703,937,8410,505,199,561,4128
8800360,841,812,405325,56891,6099,1148,0,49644,741,956,1348,1589,32845,1703,409,1563,5187
8800370,7,7,171,29,0,0,0,29,1,0,1,1,8,0,1,1,7
8800375,7,7,502,84,3,0,0,81,2,0,0,5,14,2,0,1,33
8800380,108,108,23436,3762,216,133,0,3413,98,78,62,155,930,70,25,95,1148
8800410,9,9,2045,503,25,2,0,476,5,7,8,14,309,23,7,27,46
8800430,7,7,25,9,0,0,0,9,0,0,1,1,3,0,0,0,0
8800435,21,21,5707,854,34,27,0,793,14,17,15,25,261,21,11,23,258
8800440,8,8,737,112,1,0,0,111,4,0,3,6,50,12,2,5,17
8800445,7,7,363,88,5,0,0,83,3,0,2,3,21,2,0,2,30
8800455,7,7,82,10,0,0,0,10,3,0,0,0,3,0,0,0,4
8800460,7,7,96,12,0,0,0,12,0,0,1,0,8,0,0,0,0
8800465,71,71,21350,2898,209,64,0,2625,82,59,85,101,1195,62,9,102,535
8800470,8,8,736,204,10,2,0,192,8,7,4,5,72,2,1,6,54
