mpio_reg_code_7,votantes,votos_validos,votos_blanco,votos_nulos,votos_no_marcados,mesas_total,mesas_escrutadas,indig_0006,indig_0011,indig_0188,indig_0234,indig_0237,indig_0252,indig_0285,indig_0300,indig_0306,indig_0347
5200074,37,25,13,5,7,23,23,0,0,0,0,0,0,0,0,0,0
5200080,30,17,15,9,4,48,48,0,0,0,0,0,0,0,0,0,0
5400001,275,205,49,24,46,156,150,13,64,60,0,1,0,9,5,4,0
5400003,79,54,14,6,19,24,24,0,0,0,0,0,0,0,0,0,0
5400007,29,22,3,2,5,33,33,0,0,0,0,0,0,0,0,0,0
5400012,59,42,6,2,15,15,15,0,0,0,0,0,0,0,0,0,0
5600001,649,492,198,29,128,151,151,0,0,0,0,0,0,0,0,0,0
5600004,14,6,1,0,8,15,15,0,0,0,0,0,0,0,0,0,0
6000001,720,525,164,46,149,142,142,0,0,0,0,0,0,0,0,0,0
6000007,191,90,33,10,91,17,17,0,0,0,0,0,0,0,0,0,0
6000010,86,49,2,5,32,3,3,0,0,0,0,0,0,0,0,0,0
6000013,94,76,3,1,17,4,4,0,0,0,0,0,0,0,0,0,0
6000016,78,74,2,1,3,4,4,0,0,0,0,0,0,0,0,0,0
6000017,13,2,1,1,10,1,1,0,0,0,0,0,0,0,0,0,0
6000019,65,59,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0
6000021,102,82,11,2,18,2,2,0,0,0,0,0,0,0,0,0,0
6000022,183,152,5,3,28,6,6,0,0,0,0,0,0,0,0,0,0
6000030,97,83,1,7,7,1,1,0,0,0,0,0,0,0,0,0,0
6000040,49,44,2,0,5,2,2,0,40,1,0,0,0,1,0,0,0
6400001,827,629,173,62,136,141,141,0,0,0,0,0,0,0,0,0,0
6400002,866,657,179,61,148,167,167,0,0,0,0,0,0,0,0,0,0
6400004,941,821,73,20,100,53,53,0,0,0,0,0,0,0,0,0,0
6400007,138,131,12,1,6,15,15,0,0,0,0,0,0,0,0,0,0
6400013,239,213,23,8,18,16,16,0,0,0,0,0,0,0,0,0,0
6400016,258,243,16,6,9,21,21,0,0,0,0,0,0,0,0,0,0
6400018,275,209,47,11,55,52,52,0,0,0,0,0,0,0,0,0,0
6400019,792,745,80,11,36,35,35,0,0,0,0,0,0,0,0,0,0
6400023,516,418,62,25,73,101,101,0,0,0,0,0,0,0,0,0,0
6400025,157,57,31,30,70,45,45,0,0,0,0,0,0,0,0,0,0
6400026,68,40,10,4,24,35,35,0,0,0,0,0,0,0,0,0,0
6400028,651,543,89,19,89,99,99,0,0,0,0,0,0,0,0,0,0
6400030,263,220,48,7,36,66,66,0,0,0,0,0,0,0,0,0,0
6800001,832,665,77,15,152,67,67,0,0,0,0,0,0,0,0,0,0
6800004,46,39,4,0,7,6,6,0,0,0,0,0,0,0,0,0,0
6800010,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
6800013,151,98,7,4,49,6,6,0,0,0,0,0,0,0,0,0,0
6800017,30,18,7,0,12,6,6,0,0,0,0,0,0,0,0,0,0
6800022,64,21,8,2,41,4,4,0,0,0,0,0,0,0,0,0,0
7200001,145,76,18,10,59,69,69,0,0,0,0,0,0,0,0,0,0
7200002,23,22,0,0,1,13,13,0,0,0,0,0,0,0,0,0,0
7200006,963,542,62,59,362,93,91,89,124,135,62,0,2,47,16,4,1
7200008,14,14,8,0,0,28,28,0,0,0,0,0,0,0,0,0,0
8800115,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
8800120,60,60,11,0,0,40,40,0,0,0,0,0,0,0,0,0,0
8800130,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
8800135,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
8800140,4,3,0,0,1,10,10,0,0,0,0,0,0,0,0,0,0
8800155,48,47,9,0,1,41,41,0,0,0,0,0,0,0,0,0,0
8800160,6,6,1,0,0,15,15,0,0,0,0,0,0,0,0,0,0
8800165,78,77,34,1,0,71,71,0,0,0,0,0,0,0,0,0,0
8800170,8,7,5,1,0,11,11,0,0,0,0,0,0,0,0,0,0
8800190,14,14,1,0,0,14,14,0,0,0,0,0,0,0,0,0,0
8800215,4,4,3,0,0,10,10,0,0,0,0,0,0,0,0,0,0
8800220,14,14,1,0,0,49,49,0,0,0,0,0,0,0,0,0,0
8800250,81,79,15,1,1,209,209,0,0,0,0,0,0,0,0,0,0
8800275,1,1,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
8800285,28,26,11,2,0,26,26,0,0,0,0,0,0,0,0,0,0
8800290,9,9,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
8800305,75,67,19,4,4,121,121,0,0,0,0,0,0,0,0,0,0
8800315,5,5,2,0,0,28,28,0,0,0,0,0,0,0,0,0,0
8800325,2,2,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
8800330,116,87,16,13,16,106,106,0,0,0,0,0,0,0,0,0,0
8800335,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
8800340,2,2,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
8800350,5,5,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0
8800355,380,331,108,25,24,574,568,24,57,42,17,10,0,35,9,21,8
8800360,287,223,68,44,20,841,805,29,28,18,9,3,5,39,6,10,8
8800370,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
8800375,2,2,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
8800380,66,62,18,2,2,108,108,0,0,0,0,0,0,0,0,0,0
8800410,2,2,1,0,0,9,9,0,0,0,0,0,0,0,0,0,0
8800430,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
8800435,8,8,1,0,0,21,21,0,0,0,0,0,0,0,0,0,0
8800440,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
8800445,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
8800455,2,2,1,0,0,7,7,0,0,0,0,0,0,0,0,0,0
8800460,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
8800465,40,36,10,0,4,71,71,0,0,0,0,0,0,0,0,0,0
8800470,5,5,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
8800490,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
8800495,28,26,2,1,1,42,42,0,0,0,0,0,0,0,0,0,0
8800500,4,3,1,0,1,8,8,0,0,0,0,0,0,0,0,0,0
8800505,3,3,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0
8800515,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
8800535,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
8800560,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
8800580,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
8800590,26,26,7,0,0,83,83,0,0,0,0,0,0,0,0,0,0
8800620,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
8800625,4,4,2,0,0,10,10,0,0,0,0,0,0,0,0,0,0
8800635,6,6,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
8800655,29,29,8,0,0,72,71,1,4,1,0,5,0,4,1,1,4
8800665,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
8800670,18,15,3,1,2,25,25,0,0,0,0,0,0,0,0,0,0
8800675,6,6,1,0,0,11,11,0,0,0,0,0,0,0,0,0,0
8800680,15,15,6,0,0,13,13,0,0,0,0,0,0,0,0,0,0
8800683,5,4,1,0,1,10,10,0,0,0,0,0,0,0,0,0,0
8800685,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0
8800688,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
8800690,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
8800700,3,3,1,0,0,8,8,0,0,0,0,0,0,0,0,0,0
8800745,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
8800755,5,5,2,0,0,24,24,0,0,0,0,0,0,0,0,0,0
8800760,16,14,2,0,2,19,19,0,0,0,0,0,0,0,0,0,0
8800765,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
8800770,3,3,1,0,0,14,14,0,0,0,0,0,0,0,0,0,0
8800785,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
8800805,1,1,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
8800815,632,597,12,3,32,349,349,0,0,0,0,0,0,0,0,0,0
